"","rowname","colname","p_means","R_means"
"337","Adipic Acid / 3-Methylglutaric Acid","D-Leucic Acid",1.25081609366427e-83,0.728690516472361
"338","Ergocalciferol","Maleic Acid",1.59093137088022e-83,0.607862438094066
"339","Glyceraldehyde","Maleic Acid",1.93299544908638e-83,-0.68193423359685
"340","Alpha-Ketoglutaric Acid","Hydrocinnamic Acid",3.02054623294268e-83,-0.573595004460303
"341","Glutaric Acid","Retinol",3.10592936225034e-83,0.747208465348057
"342","2-Hydroxyphenylacetate","Alpha-Ketoglutaric Acid",3.23286497954246e-83,-0.618013473192039
"343","2-Hydroxyphenylacetate","Adipic Acid / 3-Methylglutaric Acid",4.20629632858825e-83,0.772616813805407
"344","3-Hydroxyisovaleric Acid","Erythrose-4-Phosphate",5.02960156032611e-83,-0.743886308406903
"345","Cadaverine","L-Kynurenine",5.40291261715925e-83,-0.623611922852133
"346","Glyceraldehyde","Retinol",6.86913921391972e-83,-0.614445230551539
"347","Palmitic Acid","Tyrosine",7.1062031178988e-83,0.666984527361653
"348","Adipic Acid / 3-Methylglutaric Acid","Creatine",7.63721265623104e-83,0.724137931034483
"349","Creatine","Suberic Acid",7.6998670702857e-83,0.752191700759789
"350","Arginine","Glucose",8.7327212517991e-83,-0.59291273185887
"351","1/3-Methylhistidine","Alpha-Ketoglutaric Acid",1.29914332248452e-82,0.69811436832877
"352","Alpha-Ketoglutaric Acid","D-Leucic Acid",1.39538273043053e-82,-0.63013319388477
"353","Betaine","Glucosamine",1.46928758481552e-82,-0.658063920760405
"354","Cadaverine","Glyceraldehyde",1.56067296077584e-82,-0.615983266172444
"355","G6P","PEP",1.62296107430282e-82,0.745731951151989
"356","Citraconic Acid","PEP",2.07163303793538e-82,-0.666307791688455
"357","Glyceraldehyde","Oxalacetate",2.99043804415213e-82,-0.600725952813067
"358","3-(4-Hydroxyphenyl)Propionate","Indole-3-Carboxylic Acid",3.04530481528722e-82,0.617090651819496
"359","Arginine","Indole-2-Carboxylic Acid",3.06002575332529e-82,0.674797748315851
"360","SAH","Succinylcarnitine",3.1111718510238e-82,0.646436371466363
"361","3-Hydroxyisovaleric Acid","Pyruvate",3.60694163816222e-82,-0.692762004368021
"362","Cholecalciferol","Succinylcarnitine",5.03153081935921e-82,-0.678058383832169
"363","3HBA","Glyceraldehyde",6.15933896360045e-82,-0.492940416500046
"364","Aspartic Acid","Phosphotyrosine",6.21374459976995e-82,-0.635547079270356
"365","Palmitic Acid","Phenylacetic Acid",6.3174713862688e-82,0.728136823648835
"366","Betaine","Glyceraldehyde",6.42266911940856e-82,-0.662493463348611
"367","GMP","IMP",7.35347951020482e-82,0.837460395582762
"368","3HBA","Erythrose-4-Phosphate",9.23278532395117e-82,-0.668768648681903
"369","1/3-Methylhistidine","UDP-GlcNAc",9.34177454641463e-82,0.654065028146052
"370","N-Ac-Phenylalanine","Pyridoxamine",1.27303661696182e-81,0.758712971792426
"371","3-Hydroxyisovaleric Acid","G1P/F1P/F6P",1.43413558555465e-81,-0.75477560060291
"372","2-Aminoisobutyric Acid","DHAP/D-GA3P",1.68331095770149e-81,-0.602263988433972
"373","L-Kynurenine","Urate",1.74006563546084e-81,-0.582823218185733
"374","D-Leucic Acid","Hydrocinnamic Acid",2.00933939715982e-81,0.606755052447014
"375","FAD","Ribulose 5-Phosphate",2.06079343599258e-81,-0.604355716878403
"376","PEP","Pyridoxamine",2.08029474498666e-81,-0.615921744747608
"377","Betaine","Ergocalciferol",2.15835348687633e-81,0.598511181518964
"378","L-Kynurenine","Oxalacetate",2.24288520615766e-81,-0.608293088067919
"379","Phenylacetic Acid","UDP-GlcNAc",2.40032356250916e-81,-0.639299886185364
"380","Deoxycarnitine","N6-Trimethyllysine",2.41582304229306e-81,0.628164508290012
"381","3-Hydroxyisovaleric Acid","Glyceraldehyde",2.84612998393537e-81,-0.540557999323264
"382","3HBA","Citraconic Acid",3.15427786404049e-81,0.693561782890892
"383","Citraconic Acid","UDP-GlcNAc",3.17159660520556e-81,-0.673444276969454
"384","Aspartic Acid","Spermidine",3.31071114593038e-81,-0.602694638407825
"385","Betaine","Methionine",4.00300697900162e-81,-0.591866867636654
"386","Cadaverine","Ergocalciferol",4.50436809502844e-81,0.565474176381925
"387","2-Hydroxyphenylacetate","S-Adenosylmethionine (SAM)",4.53810223915594e-81,-0.677812298132825
"388","Arginine","Maleic Acid",5.27608765833285e-81,0.7381032944723
"389","6-Methyladenosine","Ethanolamine",5.389541961844e-81,0.650066135531699
"390","1-Methyladenosine","Neopterin",6.43677402456969e-81,0.732689409086714
"391","2-Aminoisobutyric Acid","Ribulose 5-Phosphate",8.43313793342377e-81,-0.598511181518964
"392","3HBA","Pyridoxamine",8.4819069555851e-81,0.585591682303362
"393","Citraconic Acid","Ergocalciferol",9.14150802624082e-81,0.557537912578055
"394","Arginine","Biopterin",9.237949404244e-81,0.616106309022117
"395","Asparagine","Glyceraldehyde",9.57771132260254e-81,0.618259558891384
"396","Cadaverine","Retinol",1.22753344412197e-80,0.660524777753853
"397","cGMP","Erythrose-4-Phosphate",1.36997352094229e-80,0.618136516041711
"398","Glucosamine","Phenylacetic Acid",1.69568905235253e-80,-0.53803562090498
"399","Arginine","Indole-3-Carboxylic Acid",2.24515042865896e-80,0.668399520132886
"400","Glucosamine","Pyruvate",2.38158578569185e-80,0.734412008982128
"401","cGMP","G6P",2.83817341421599e-80,0.616475437571134
"402","1-Methylnicotinamide","Betaine",3.3264867023228e-80,0.774400935125657
"403","Ergocalciferol","Oxalacetate",3.57819325829973e-80,0.553108369989849
"404","Indole-2-Carboxylic Acid","Pyridoxamine",4.21935093222508e-80,0.666799963087145
"405","1-Methylnicotinamide","Taurine",5.47598681164279e-80,0.680027069426928
"406","cGMP","G1P/F1P/F6P",6.39436597218663e-80,0.617275216094004
"407","1-Methylnicotinamide","S-Adenosylmethionine (SAM)",7.17780288993965e-80,-0.801593404903257
"408","Alanine","Ribulose 5-Phosphate",8.35367441213178e-80,-0.585037989479836
"409","Alpha-Ketoglutaric Acid","Choline",9.61613945793178e-80,-0.747762158171583
"410","1/3-Methylhistidine","Erythrose-4-Phosphate",1.02858892767534e-79,0.741363929988618
"411","Arginine","Imidazoleacetic Acid",1.10829893570099e-79,-0.624903872773693
"412","Glutaric Acid","S-Adenosylmethionine (SAM)",1.34526365663045e-79,-0.70555846073395
"413","Indole-3-Carboxylic Acid","Pyridoxamine",1.36380023913289e-79,0.671537112799532
"414","3HBA","UDP-GlcNAc",1.76126097703448e-79,-0.74505521547879
"415","Citraconic Acid","Methionine",1.82662551516916e-79,-0.536928235257928
"416","1-Methylnicotinamide","Glyceraldehyde",2.50350166247842e-79,-0.596850103048386
"417","Cadaverine","Imidazoleacetic Acid",2.54024451413967e-79,-0.657079577963025
"418","Choline","UDP-GlcNAc",2.60117093363767e-79,-0.727398566550801
"419","N-Ac-Alanine","Ribulose 5-Phosphate",2.7929557098122e-79,-0.61346088775416
"420","3HBA","G1P/F1P/F6P",3.44665468120031e-79,-0.663293241871482
"421","DHAP/D-GA3P","FAD",3.51114024572744e-79,-0.656648927989172
"422","PEP","Sedoheptulose 7-Phosphate",4.10042277380797e-79,0.6393614076102
"423","Glucose","Taurine",4.77712669751054e-79,-0.636900550616752
"424","Glucosamine","Oxalacetate",4.78108671653993e-79,-0.581285182564828
"425","Azelaic Acid","Creatine",4.9256180871206e-79,0.724691623858008
"426","Cadaverine","Glucosamine",5.10220077373849e-79,-0.58676058937525
"427","Oxalacetate","Retinol",5.15416493132195e-79,0.638438586237657
"428","Asparagine","Glucosamine",6.54432463137176e-79,0.616290873296625
"429","Glyceraldehyde","Phenylacetic Acid",6.5958465341507e-79,-0.508689901258113
"430","Arginine","Taurine",7.30921157469196e-79,0.730905287766464
"431","3HBA","Pyruvate",8.80510341282742e-79,-0.694976775662124
"432","Maleic Acid","SAH",1.17627166996228e-78,-0.697191546956227
"433","Erythrose-4-Phosphate","L-Kynurenine",1.34097511325111e-78,0.641268571780122
"434","Choline","Palmitic Acid",2.07718127266967e-78,0.753729736380694
"435","1-Methylnicotinamide","Ergocalciferol",2.16021823239581e-78,0.567750469100864
"436","Choline","Hydrocinnamic Acid",2.47634329456936e-78,0.667968870159033
"437","Linoleic Acid","Palmitic Acid",2.6945294369614e-78,0.68679442615891
"438","4-Guanidinobutanoate","N6-Acetyl-Lysine",2.87066095846999e-78,0.651358085453259
"439","Citraconic Acid","Glyceraldehyde",3.96118795971767e-78,-0.613706973453505
"440","1-Methyladenosine","Pyridoxamine",3.99695657189263e-78,0.706973453505183
"441","3HBA","Ergocalciferol",4.14269108934329e-78,0.402503921990833
"442","Arginine","Asparagine",5.22714541970346e-78,-0.602017902734627
"443","3HBA","S-Adenosylmethionine (SAM)",6.61795824829754e-78,-0.583561475283767
"444","Ergocalciferol","Urate",6.6678645045142e-78,0.509612722630656
"445","Retinol","Urate",6.87436822862548e-78,0.588913839244517
"446","N6-Acetyl-Lysine","N6-Trimethyllysine",7.6951985042297e-78,0.677996862407333
"447","G1P/F1P/F6P","L-Kynurenine",9.63300189923937e-78,0.648158971361777
"448","3-Hydroxyisovaleric Acid","Palmitic Acid",9.98042326375736e-78,0.730597680642283
"449","Ergocalciferol","Succinylcarnitine",1.4782454440629e-77,-0.580793011166138
"450","Imidazoleacetic Acid","Oxalacetate",1.6007508131054e-77,-0.634193607923959
"451","Arginine","L-Kynurenine",1.80567245534108e-77,-0.539019963702359
"452","Glucosamine","Succinylcarnitine",2.47968270158538e-77,0.642006828878157
"453","Choline","Citraconic Acid",2.92314667149819e-77,0.64600572149251
"454","Cholecalciferol","Pyruvate",3.45295438593104e-77,-0.579254975545233
"455","3-(4-Hydroxyphenyl)Propionate","cAMP",4.01796106625207e-77,-0.637023593466425
"456","cGMP","Xanthine",4.8607007492195e-77,-0.62625734412009
"457","1/3-Methylhistidine","G1P/F1P/F6P",5.28032116647231e-77,0.731028330616137
"458","Biopterin","Glucose",6.28942775616361e-77,-0.576178904303423
"459","Glyceraldehyde","Pyridoxamine",1.1714625350667e-76,-0.552800762865668
"460","3HBA","Palmitic Acid",1.44293550801223e-76,0.645821157218001
"461","Biopterin","Erythrose-4-Phosphate",1.53552479009832e-76,-0.653080685348672
"462","Indole-3-Carboxylic Acid","Linoleic Acid",1.74004093080046e-76,0.658802177858439
"463","Maleic Acid","Urate",1.76678984329381e-76,0.699037189701313
"464","Glyceraldehyde","Succinylcarnitine",1.83410451413357e-76,0.662739549047956
"465","Citraconic Acid","Glucosamine",1.98531662403414e-76,-0.6157371804731
"466","Alanine","DHAP/D-GA3P",2.08092675730759e-76,-0.599003352917653
"467","2-isoPropylmalic Acid","Uridine",2.20990504041767e-76,-0.696145682734012
"468","G1P/F1P/F6P","Indole-2-Carboxylic Acid",2.27073743253359e-76,-0.643667907348734
"469","Glucosamine","Pyridoxamine",2.40231157013774e-76,-0.567996554800209
"470","Alpha-Ketoglutaric Acid","Aspartic Acid",2.56885841785805e-76,-0.67627426251192
"471","Phenylacetic Acid","Pyruvate",2.75525301454243e-76,-0.639053800486019
"472","Methionine","S-Adenosylmethionine (SAM)",3.53869100851023e-76,0.624104094250823
"473","cAMP","Xanthine",3.59631625176422e-76,-0.613583930603833
"474","Methionine","Pyridoxamine",3.9146099427321e-76,-0.593035774708542
"475","Linolenic Acid","Myristic Acid",4.03196205982003e-76,0.640099664708234
"476","Betaine","D-Leucic Acid",4.29725696223244e-76,0.678181426681842
"477","Glucose","PEP",4.45974363510007e-76,0.588175582146482
"478","Hydrocinnamic Acid","PEP",4.73978914406428e-76,-0.630502322433787
"479","Glyceraldehyde","Pyruvate",5.4491394889884e-76,0.718108831400535
"480","Erythrose-4-Phosphate","Indole-2-Carboxylic Acid",5.57331772734852e-76,-0.645328985819311
"481","1-Methylnicotinamide","Glucosamine",6.25252612527705e-76,-0.572979790211941
"482","Glucose","Urate",8.52757167233189e-76,-0.55470792703559
"483","1-Methylnicotinamide","Tyrosine",1.11293897709253e-75,0.648528099910794
"484","3-(4-Hydroxyphenyl)Propionate","Pyridoxamine",1.1586932791273e-75,0.576548032852441
"485","Alanine","N-Ac-Alanine",1.24373033750301e-75,0.696145682734012
"486","Biopterin","G1P/F1P/F6P",1.61084471234051e-75,-0.634132086499123
"487","Adenylosuccinate","Taurine",2.01751134033072e-75,0.727337045125965
"488","Cholecalciferol","Retinol",3.267384311276e-75,0.799870805007844
"489","Choline","L-Kynurenine",3.30243751359929e-75,-0.643913993048079
"490","Biopterin","Choline",3.79419884655953e-75,0.669506905779938
"491","3-Hydroxyisovaleric Acid","Margaric Acid",5.52097583755728e-75,0.556061398381986
"492","3-(4-Hydroxyphenyl)Propionate","Retinol",6.05317213541408e-75,0.618874773139746
"493","G1P/F1P/F6P","Palmitic Acid",7.04577824342607e-75,-0.679904026577255
"494","Biopterin","PEP",8.2388640650966e-75,-0.599680088590852
"495","cAMP","PEP",9.7566353621946e-75,0.597772924420929
"496","Palmitic Acid","S-Methylcysteine",1.17141988726168e-74,0.654987849518595
"497","Erythrose-4-Phosphate","Palmitic Acid",1.2047141988044e-74,-0.66883017010674
"498","3-(4-Hydroxyphenyl)Propionate","Glucose",1.60229888522081e-74,-0.463348611153834
"499","Adenylosuccinate","Alanine",1.64302546579432e-74,0.672275369897567
"500","Aspartic Acid","Pyruvate",1.74481283115976e-74,-0.71041865329601
"501","Indole-2-Carboxylic Acid","Linoleic Acid",1.77747573766095e-74,0.62188932295672
"502","3-Hydroxyisovaleric Acid","G6P",1.80753190954217e-74,-0.720323602694638
"503","Taurine","Urate",1.90834164437557e-74,0.693069611492202
"504","Alanine","L-Kynurenine",2.09399953923249e-74,-0.634070565074287
"505","1-Methylnicotinamide","Imidazoleacetic Acid",2.09877448393618e-74,-0.61702913039466
"506","1/3-Methylhistidine","Palmitic Acid",2.17924350454224e-74,-0.70039066104771
"507","G1P/F1P/F6P","Ribose-5-P",2.45713061948661e-74,0.602017902734627
"508","3-(4-Hydroxyphenyl)Propionate","Margaric Acid",2.4710799461685e-74,0.468516410840075
"509","Cadaverine","Taurine",2.5800895015316e-74,0.666430834538128
"510","Oxalacetate","Taurine",3.03679213734728e-74,0.664462148943369
"511","Alanine","FAD",3.09671713265057e-74,0.566581562028976
"512","Ergocalciferol","L-Kynurenine",3.24499895784564e-74,-0.55599987695715
"513","4-Guanidinobutanoate","Taurine",3.46384590660871e-74,-0.630194715309606
"514","G6P","L-Kynurenine",4.21499804568115e-74,0.622627580054754
"515","1-Methyladenosine","Arginine",5.79688107641486e-74,0.665877141714602
"516","1-Methylnicotinamide","Retinol",6.24183655945065e-74,0.631302100956658
"517","cAMP","Margaric Acid",7.76305542615589e-74,-0.602387031283644
"518","Ergocalciferol","Glucose",9.55300384175085e-74,-0.562336583715279
"519","Sedoheptulose 7-Phosphate","Taurine",1.04970343118582e-73,-0.515395736565259
"520","Oxalacetate","Tyrosine",1.12058412639067e-73,0.662862591897628
"521","Cadaverine","Tyrosine",1.21401404869755e-73,0.662431941923775
"522","Cadaverine","Maleic Acid",1.29300529796583e-73,0.693807868590236
"523","G6P","Indole-2-Carboxylic Acid",1.34671021621327e-73,-0.637331200590606
"524","Biopterin","Glyceraldehyde",1.57777033746482e-73,-0.618936294564582
"525","3HBA","G6P",1.9531368671125e-73,-0.63628533636839
"526","1/3-Methylhistidine","L-2-Aminobutyric Acid",2.18458288506987e-73,0.578455197022363
"527","Cholecalciferol","Hydrocinnamic Acid",2.41811043519325e-73,0.56701221200283
"528","Adipic Acid / 3-Methylglutaric Acid","N-AcetylGlycine",2.75410314419372e-73,0.769110092589744
"529","Choline","Sedoheptulose 7-Phosphate",2.84671883204779e-73,-0.578086068473346
"530","D-Leucic Acid","Succinylcarnitine",2.8587377607187e-73,-0.516810729336491
"531","3-(4-Hydroxyphenyl)Propionate","Homoarginine",2.92661293382848e-73,-0.564982004983235
"532","PEP","Succinylcarnitine",3.10456980220878e-73,0.553785105663047
"533","Azelaic Acid","Cholesteryl Sulfate",3.38682003997334e-73,0.56879633332308
"534","cGMP","Hypoxanthine",3.44178735395068e-73,-0.632286443754037
"535","Biopterin","G6P",3.50441405495936e-73,-0.638746193361838
"536","3HBA","Alpha-Ketoglutaric Acid",3.81155223477567e-73,-0.684149004890953
"537","Adenylosuccinate","Linolenic Acid",4.67021769762263e-73,0.650066135531699
"538","G1P/F1P/F6P","Indole-3-Carboxylic Acid",5.58028422089325e-73,-0.607001138146359
"539","Biopterin","Uridine",5.71511577459736e-73,-0.632347965178873
"540","3-(4-Hydroxyphenyl)Propionate","Xanthine",6.30086572875984e-73,0.629210372512227
"541","Indole-2-Carboxylic Acid","PEP",6.30086572875984e-73,-0.640591836106924
"542","G6P","Linoleic Acid",6.51683864971037e-73,-0.563197883662986
"543","Maleic Acid","Oxalacetate",7.44002619566262e-73,0.690854840198099
"544","G6P","Ribose-5-P",7.6028767000131e-73,0.588852317819681
"545","Indole-3-Carboxylic Acid","Tyrosine",7.72268489644667e-73,0.585284075179181
"546","Pyruvate","Spermidine",7.81131325082537e-73,0.551939462917961
"547","Ergocalciferol","S-Adenosylmethionine (SAM)",9.98914206284105e-73,-0.557722476852564
"548","Erythrose-4-Phosphate","Ribose-5-P",1.05527616734515e-72,0.597157710172567
"549","cAMP","Choline",1.13957182119856e-72,-0.595619674551663
"550","Methionine","SAH",1.14157226703047e-72,0.578270632747854
"551","Erythrose-4-Phosphate","Indole-3-Carboxylic Acid",1.1649894224768e-72,-0.613830016303177
"552","1-Methylnicotinamide","Erythrose-4-Phosphate",1.32990091354646e-72,-0.646682457165708
"553","Glyceraldehyde","Homoarginine",1.59250131649334e-72,0.568427204774062
"554","Cholecalciferol","UDP-GlcNAc",1.79477364339098e-72,-0.527823064382171
"555","1/3-Methylhistidine","Glucose",1.82584034874938e-72,0.592112953335999
"556","Phenylacetic Acid","SAH",2.07342068713268e-72,-0.636839029191916
"557","Choline","Indole-2-Carboxylic Acid",2.24865431470395e-72,0.697868282629425
"558","3-Hydroxyisovaleric Acid","Alpha-Ketoglutaric Acid",2.48971897705677e-72,-0.64908179273432
"559","Ergocalciferol","Sedoheptulose 7-Phosphate",2.63427464343698e-72,-0.534344335414808
"560","Alpha-Ketoglutaric Acid","Retinol",2.91096764714017e-72,-0.532129564120705
"561","Maleic Acid","Pyridoxamine",3.03892875668058e-72,0.619243901688763
"562","Erythrose-4-Phosphate","Linoleic Acid",3.32098794782433e-72,-0.565535697806761
"563","1-Methylnicotinamide","G1P/F1P/F6P",3.4252049224824e-72,-0.652896121074164
"564","Glucosamine","S-Adenosylmethionine (SAM)",3.45239784082342e-72,0.585776246577871
"565","Choline","Taurine",4.00869784639818e-72,0.713802331662001
"566","Cadaverine","Methionine",4.45015782497481e-72,-0.595742717401335
"567","G1P/F1P/F6P","Linoleic Acid",5.60089116429494e-72,-0.560490940970193
"568","Pyridoxamine","SAH",6.02065922899175e-72,-0.653880463871543
"569","Alpha-Ketoglutaric Acid","Phenylacetic Acid",6.24064912140558e-72,-0.615614137623427
"570","3HBA","Sedoheptulose 7-Phosphate",6.65892567434272e-72,-0.53009935710111
"571","Glucose","Palmitic Acid",1.29878212460121e-71,-0.529361100003076
"572","L-Kynurenine","PEP",1.38058193910676e-71,0.548125134578117
"573","3HBA","Succinylcarnitine",1.45098325504044e-71,-0.50210710880064
"574","2-Aminoisobutyric Acid","N-Ac-Alanine",1.74382252286225e-71,0.58546863945369
"575","N-Ac-Phenylalanine","Urate",1.8189579612114e-71,0.700267618198037
"576","Methionine","Urate",2.15768102079599e-71,-0.585714725153034
"577","PEP","UDP-GlcNAc",2.20361603147482e-71,0.619551508812944
"578","Erythrose-4-Phosphate","Glucosamine",2.33515152976178e-71,0.638315543387985
