"","rowname","colname","p_M_all","R_M_all"
"10698","N-AcetylGlycine","NAD",1.07589185252092e-05,-0.179430032882718
"10699","Adenine","Lactose/Trehalose",1.07691262105802e-05,-0.0604676653270004
"10700","Guanine","N-Ac-Arginine",1.07863749895851e-05,-0.0859335038363171
"10701","Kynurenic Acid","Linoleic Acid",1.08183673328885e-05,-0.241432225063939
"10702","Acetylcarnitine","Uridine",1.08707151467657e-05,-0.00292290829375228
"10703","3-Methyl-3-Hydroxyglutaric Acid","Histidine",1.09490939673752e-05,0.0327365728900256
"10704","Alanine","Hypoxanthine",1.10141673764564e-05,-0.061746437705517
"10705","5'-Methylthioadenosine","Cystathionine",1.11074281327803e-05,0.11574716843259
"10706","1-Methylnicotinamide","Xanthosine",1.11140135523142e-05,-0.144610887833394
"10707","1-Methyladenosine","Phosphotyrosine",1.13135803353888e-05,-0.196857873584216
"10708","Citrulline","GMP",1.13525766623991e-05,0.1120935330654
"10709","1/3-Methylhistidine","3-Hydroxypropionic Acid",1.14282591153357e-05,0.177128242601388
"10710","2-Hydroxyisobutyrate/2-Hydroxybutyrate","3-Methyl-3-Hydroxyglutaric Acid",1.15469265929013e-05,-3.65363536719035e-05
"10711","cAMP","GMP",1.1569827382884e-05,-0.0976251370113263
"10712","Lactate","Tryptophan",1.15824412091869e-05,0.0811472415052978
"10713","5'-Methylthioadenosine","Glutamic acid",1.15998660475027e-05,0.0692729265619291
"10714","5'-Methylthioadenosine","Lysine",1.16752062553928e-05,0.118670076726343
"10715","Agmatine","NAD",1.18136970178968e-05,0.159517720131531
"10716","ADP","Kynurenic Acid",1.18258992639552e-05,0.200474972597735
"10717","FAD","Pantothenate",1.18487484487591e-05,-0.081439532334673
"10718","Adenine","Anthranilic Acid",1.18661748051352e-05,0.166496163682864
"10719","DHAP/D-GA3P","iso-Leucine /allo-isoLeucine",1.18925689083551e-05,-0.300803799780782
"10720","Cholecalciferol","Oxidized Glutathione",1.19300018528735e-05,-0.298830836682499
"10721","DCDP","Dimethylarginine (A/SDMA)",1.19355758349759e-05,0.153270003653635
"10722","2-isoPropylmalic Acid","Acetylcarnitine",1.19851418190576e-05,0.13014249177932
"10723","5-Methylcytidine","S-Adenosylmethionine (SAM)",1.20355792010203e-05,0.19156010230179
"10724","Alpha-Ketoglutaric Acid","Xanthosine",1.20355792010203e-05,0.0748995250274023
"10725","Guanine","Trigonelline",1.21102527633243e-05,0.150602849835586
"10726","Myristic Acid","N-Ac-Alanine",1.21383599660958e-05,0.20076726342711
"10727","5'-Methylthioadenosine","Ribulose 5-Phosphate",1.21480054614111e-05,0.00153452685421995
"10728","Glutamine","Glyceraldehyde",1.24927557130123e-05,0.0239678480087687
"10729","Adenine","Linolenic Acid",1.25055646055595e-05,-0.0622944830105955
"10730","Cadaverine","N-Ac-L-Glutamine",1.25331076354058e-05,-0.0924735111435879
"10731","2-Aminoadipate","Aspartic Acid",1.25918365975914e-05,0.229009864815491
"10732","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Erythrose-4-Phosphate",1.26243035932388e-05,-0.0814029959810011
"10733","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Carnitine",1.26444560528654e-05,-0.0552064303982463
"10734","Glucosamine","Xanthosine",1.26759105729777e-05,0.159188892948484
"10735","Fructose","N-Acetyl-Aspartate (NAA)",1.26809342989243e-05,0.137961271465108
"10736","Alpha-Ketoglutaric Acid","Dimethylarginine (A/SDMA)",1.26984321091907e-05,0.197332846181951
"10737","Adenosine","Guanosine",1.27238133677317e-05,0.22820606503471
"10738","Aminolevulinate","Linoleic Acid",1.283256047839e-05,-0.0577274388016076
"10739","2'-Deoxycytidine","4-Hydroxybenzoic Acid",1.29624971643568e-05,-0.113408841797589
"10740","Hypoxanthine","Tryptophan",1.29715543467985e-05,0.11958348556814
"10741","betaAlanine","GMP",1.29899707941595e-05,-0.10094994519547
"10742","Hydrocinnamic Acid","Putrescine",1.29899707941595e-05,-0.0687614176105225
"10743","Aminolevulinate","Ribose-5-P",1.30223139712885e-05,-0.0255023748629887
"10744","2-Hydroxyphenylacetate","NAD",1.30330816541464e-05,-0.204968944099379
"10745","Dimethylarginine (A/SDMA)","Erythrose-4-Phosphate",1.30991099493259e-05,0.17504567044209
"10746","cGMP","Glucose",1.31553642789816e-05,0.110120569967117
"10747","cGMP","Pyridoxamine",1.32331770456369e-05,-0.162477164778955
"10748","Carnitine","Nicotinic Acid",1.32481410420907e-05,0.143551333576909
"10749","Dimethylarginine (A/SDMA)","SAH",1.33922880257227e-05,0.0947753014249178
"10750","Carnitine","Xanthine",1.34313561284739e-05,-0.0750822067957618
"10751","2-Hydroxyglutarate","3-Hydroxypropionic Acid",1.3432491414362e-05,-0.0107782243332115
"10752","Deoxycarnitine","Tryptophan",1.36663883874795e-05,0.00244793569601754
"10753","Reduced Glutathione","Succinylcarnitine",1.36935204784676e-05,-0.161892583120205
"10754","Glycerophosphocholine","Ribose-5-P",1.37290744383081e-05,-0.0906832298136646
"10755","Ethanolamine","n-Glycylproline",1.37936687852992e-05,0.0233467299963464
"10756","2'-Deoxycytidine","Sucrose",1.37980432083572e-05,-0.0710997442455243
"10757","4-Pyridoxic Acid","Margaric Acid",1.38195179898741e-05,0.161709901351845
"10758","Suberic Acid","Xanthine",1.38851861280227e-05,-0.00938984289367921
"10759","Inosine","Niacinamide",1.38914214351024e-05,0.218962367555718
"10760","Histamine","Hypoxanthine",1.39041497533465e-05,0.253708439897698
"10761","Deoxycarnitine","Lactose/Trehalose",1.39169207474875e-05,0.0297771282426014
"10762","Glucosamine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.39352786542843e-05,0.285385458531239
"10763","3-(4-Hydroxyphenyl)Propionate","Cholesteryl Sulfate",1.39357407246225e-05,-0.114358786993058
"10764","DCDP","N-Acetyl-Aspartate (NAA)",1.39357407246225e-05,-0.0827183047131896
"10765","L-2-Aminobutyric Acid","Reduced Glutathione",1.3988726769662e-05,-0.0919985385458531
"10766","cGMP","S-Adenosylmethionine (SAM)",1.39901192870949e-05,0.0565582754841067
"10767","4-Guanidinobutanoate","AMP",1.40130512638125e-05,-0.165144318597004
"10768","Adenylosuccinate","Xanthine",1.40624205014782e-05,0.1923273657289
"10769","Cysteinyl-Glycine (Cys-Gly)","iso-Leucine /allo-isoLeucine",1.40636119742223e-05,-0.266130800146145
"10770","Acetylcarnitine","UDP-Glucose",1.40727154167438e-05,-0.0921081476068688
"10771","6-Methyladenosine","Imidazoleacetic Acid",1.41359187395282e-05,0.130252100840336
"10772","G6P","Putrescine",1.41470979791085e-05,0.0868469126781147
"10773","Glyceraldehyde","Nicotinic Acid",1.41488814704365e-05,0.245085860431129
"10774","Kynurenic Acid","Urate",1.41651624991434e-05,0.186810376324443
"10775","Acetylcholine","L-Kynurenine",1.42119235592763e-05,-0.197223237120935
"10776","Cholesteryl Sulfate","Citrulline",1.42119235592763e-05,0.0603945926196566
"10777","Cystathionine","Nicotinic Acid",1.42226826095813e-05,0.161782974059189
"10778","betaAlanine","UDP-GlcNAc",1.44811316440466e-05,0.194921446839605
"10779","Kynurenic Acid","NAD",1.45727468649882e-05,0.197369382535623
"10780","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Margaric Acid",1.46039747805719e-05,-0.167190354402631
"10781","NADH","Tryptophan",1.4634001828708e-05,0.145670442089879
"10782","Glutaric Acid","NADH",1.46458262541199e-05,-0.240007307270734
"10783","Acetylcholine","Fructose",1.46549857265253e-05,0.209828279137742
"10784","Carnosine","Glutaric Acid",1.46931831811137e-05,0.0396419437340153
"10785","Adipic Acid / 3-Methylglutaric Acid","Xanthine",1.48767902996455e-05,0.024625502374863
"10786","5-Methylcytidine","S-Methylcysteine",1.50832586822926e-05,-0.185714285714286
"10787","DHAP/D-GA3P","UMP",1.51238792020324e-05,0.0328096455973694
"10788","4-Guanidinobutanoate","Trigonelline",1.5192041050166e-05,-0.0163317500913409
"10789","Phosphoserine","SAH",1.52387185234766e-05,0.096200219218122
"10790","2'-Deoxycytidine","Uracil",1.52595975985204e-05,0.124881256850566
"10791","1-Methyladenosine","Arabitol/Xylitol",1.53255626387406e-05,-0.132480818414322
"10792","3-Aminoisobutyrate","N-Ac-L-Glutamine",1.53641997755219e-05,0.223967848008769
"10793","Dimethylarginine (A/SDMA)","Palmitic Acid",1.53994896406599e-05,-0.0910485933503836
"10794","1/3-Methylhistidine","N-Ac-L-Glutamine",1.54420280902589e-05,0.0234198027036902
"10795","5,6-Dihydrouracil","Adenylosuccinate",1.54420280902589e-05,0.049616368286445
"10796","G6P","Oxidized Glutathione",1.54800459992914e-05,0.228936792108148
"10797","3-Methyl-3-Hydroxyglutaric Acid","Reduced Glutathione",1.55167925028243e-05,-0.146291560102302
"10798","iso-Leucine /allo-isoLeucine","N-Ac-Alanine",1.56151273183872e-05,0.217245158933139
"10799","N-AcetylGlycine","Sarcosine",1.56892115160049e-05,0.207745706978444
"10800","Sarcosine","Valine",1.57793837807722e-05,-0.156667884545122
"10801","1-Methylnicotinamide","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.58527325343404e-05,-0.0976616733649982
"10802","Acetylcarnitine","Pyruvate",1.59582943007778e-05,-0.0490683229813665
"10803","3-Hydroxypropionic Acid","Ergocalciferol",1.59767410261719e-05,0.0673364998173182
"10804","Lysine","N-Acetyl-Aspartate (NAA)",1.60037516264557e-05,0.226379247351114
"10805","3-Methyl-3-Hydroxyglutaric Acid","Aspartic Acid",1.60152096077384e-05,-0.0728534892217757
"10806","Riboflavin","Ribose-5-P",1.61087767316129e-05,-0.0445378151260504
"10807","Histamine","Putrescine",1.61659354159933e-05,0.418487394957983
"10808","Acetylcarnitine","Thiamine",1.62483210354272e-05,-0.0449031786627695
"10809","3-Hydroxypropionic Acid","Glutaric Acid",1.62787094143673e-05,-0.127804165144319
"10810","Linolenic Acid","Phosphoserine",1.62828028491402e-05,0.177566678845451
"10811","DCDP","Niacinamide",1.63169395150852e-05,-0.211289733284618
"10812","betaAlanine","S-Adenosylmethionine (SAM)",1.63175633519222e-05,0.113262696382901
"10813","AMP","Ethanolamine",1.63270091486805e-05,-0.137486298867373
"10814","3-(4-Hydroxyphenyl)Propionate","Arabitol/Xylitol",1.64797875456156e-05,-0.022725611983924
"10815","5-Methylcytidine","Dimethylglycine",1.6500787314145e-05,0.0729265619291195
"10816","Arabitol/Xylitol","Pseudouridine",1.6502574813754e-05,-0.00540738034344172
"10817","Histidine","Homoarginine",1.65201799643467e-05,-0.20230179028133
"10818","2-Aminoisobutyric Acid","Alpha-Ketoglutaric Acid",1.65483357739534e-05,0.102411399342346
"10819","Ribose-5-P","Serine",1.66510513316954e-05,0.0578735842162952
"10820","Arabitol/Xylitol","o-Phosphoethanolamine",1.66552886912596e-05,-0.0816222141030325
"10821","2-Aminoadipate","Pyruvate",1.66973640866055e-05,-0.0759225429302156
"10822","5-Methylcytidine","N-Ac-L-Glutamine",1.67052583998722e-05,0.0985385458531239
"10823","gamma-Aminobutyrate","Pyroglutamic Acid",1.6719095711201e-05,-0.000474972597734746
"10824","2-isoPropylmalic Acid","4-Guanidinobutanoate",1.6762513632631e-05,0.0151991231275119
"10825","Leucine /D-Norleucine","Putrescine",1.6835817247384e-05,0.0317500913408842
"10826","5-Methylcytidine","N-AcetylGlycine",1.68493517362239e-05,-0.0797223237120935
"10827","3-Aminoisobutyrate","Uracil",1.69544184169999e-05,0.279430032882718
"10828","Pyroglutamic Acid","Spermidine",1.6982340451992e-05,-0.205590062111801
"10829","Hypoxanthine","Palmitic Acid",1.69859466694277e-05,-0.0630982827913774
"10830","5'-Methylthioadenosine","Palmitic Acid",1.69985239616486e-05,-0.0468030690537085
"10831","5,6-Dihydrouracil","Palmitic Acid",1.70056939095225e-05,-0.118597004018999
"10832","Cholecalciferol","Inosine",1.70385183584159e-05,0.152612349287541
"10833","Imidazoleacetic Acid","Margaric Acid",1.70607842478065e-05,-0.0842893679210815
"10834","3-Methyl-3-Hydroxyglutaric Acid","Deoxycarnitine",1.7089252582889e-05,0.0449397150164414
"10835","Pantothenate","UDP-Glucose",1.71194382970783e-05,0.0773839970770917
"10836","2'-Deoxycytidine","Citrulline",1.71784151964535e-05,-0.11227621483376
"10837","2-Aminoadipate","N6-Acetyl-Lysine",1.71957827674995e-05,-0.0243697478991597
"10838","Linoleic Acid","Pseudouridine",1.72160520928442e-05,-0.0143222506393862
"10839","Cystathionine","Lysine",1.75106529978311e-05,0.0478991596638656
"10840","Histamine","Sedoheptulose 7-Phosphate",1.75761664815578e-05,0.0981366459627329
"10841","Glucose","Glycine",1.77358266399249e-05,-0.155535257581293
"10842","ADP","Pyroglutamic Acid",1.78539529664623e-05,-0.174680306905371
"10843","2'-Deoxycytidine","Adipic Acid / 3-Methylglutaric Acid",1.78868849994967e-05,-0.210997442455243
"10844","3-Methyl-3-Hydroxyglutaric Acid","Pipecolate",1.79027706297701e-05,-0.012897332846182
"10845","4-Guanidinobutanoate","4-Pyridoxic Acid",1.79871134285483e-05,-0.166824990865912
"10846","Pyroglutamic Acid","Xanthosine",1.81957229753034e-05,-0.126781147241505
"10847","Myristic Acid","Threonine",1.83327256181426e-05,0.0275484106686153
"10848","Erythrose-4-Phosphate","Sorbitol",1.83628141210934e-05,0.222214103032517
"10849","7-Methylguanine","Arabitol/Xylitol",1.84119251624857e-05,0.0945560833028864
"10850","Aminolevulinate","Threonine",1.84119251624857e-05,-0.0319693094629156
"10851","4-Guanidinobutanoate","Citrulline",1.84366332161408e-05,-0.026890756302521
"10852","2-Aminoadipate","Retinol",1.84823955351264e-05,0.00405553525758129
"10853","Aminolevulinate","betaAlanine",1.84998519023935e-05,0.24625502374863
"10854","Dimethylarginine (A/SDMA)","Phosphoserine",1.85280089840176e-05,0.13723054439167
"10855","N6-Trimethyllysine","Pyroglutamic Acid",1.85370817234464e-05,0.146437705516989
"10856","Biopterin","Linoleic Acid",1.8542234189753e-05,0.0865546218487395
"10857","L-2-Aminobutyric Acid","Lysine",1.85960034870061e-05,0.0493971501644136
"10858","Inosine","N-Ac-Arginine",1.86202414115606e-05,0.0809280233832664
"10859","Acetylcarnitine","Glucosamine",1.87032735325535e-05,-0.0379612714651078
"10860","G1P/F1P/F6P","Oxidized Glutathione",1.87211072611766e-05,0.230836682499087
"10861","Creatine","Dimethylarginine (A/SDMA)",1.87260134214894e-05,-0.0802338326635002
"10862","Dimethylarginine (A/SDMA)","Guanosine",1.87760393716867e-05,0.308586043112897
"10863","Citraconic Acid","Glycine",1.88190616668447e-05,0.097369382535623
"10864","Adenosine","Putrescine",1.88452493137879e-05,-0.182681768359518
"10865","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Tyrosine",1.88539084767391e-05,-0.0691998538545853
"10866","Adenine","Niacinamide",1.88574989529453e-05,0.0888564121300694
"10867","Glycine","SAH",1.88977367167825e-05,-0.060979174278407
"10868","Acetylcarnitine","Methionine",1.90033483790312e-05,-0.0658385093167702
"10869","N-Ac-Alanine","Proline",1.91051071819018e-05,-0.0108512970405554
"10870","Adenosine","Glycerol-3-P",1.9202486076143e-05,0.0158567774936061
"10871","Glutamic acid","Ornithine",1.9238299599216e-05,-0.141797588600658
"10872","Aspartic Acid","Fructose",1.92715806174268e-05,-0.0251735476799415
"10873","Indole-3-Carboxylic Acid","Pantothenate",1.94195791263545e-05,-0.0359152356594812
"10874","Asparagine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.94326356256239e-05,0.222360248447205
"10875","N-Ac-L-Glutamine","NAD",1.94660463628834e-05,0.152246985750822
"10876","NAD","Ornithine",1.94748552620313e-05,-0.113774205334308
"10877","GMP","Pseudouridine",1.95161412515176e-05,0.0605407380343442
"10878","4-Guanidinobutanoate","Pyruvate",1.96938229509776e-05,-0.0396784800876873
"10879","Linolenic Acid","Suberic Acid",1.96989071342613e-05,-0.350968213372305
"10880","2-Aminoadipate","Homocitrulline",1.96997507578532e-05,-0.0996711728169529
"10881","2-Aminoadipate","Choline",1.98387878960729e-05,0.0290098648154914
"10882","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Pseudouridine",1.98457086466019e-05,-0.0483375959079284
"10883","Argininosuccinate","Linoleic Acid",1.9869328832633e-05,-0.129923273657289
"10884","N6-Trimethyllysine","Ribose-5-P",1.9869328832633e-05,0.0127146510778224
"10885","Agmatine","Serine",1.99060319770815e-05,-0.0310924369747899
"10886","Cystathionine","Myristic Acid",1.99891460137951e-05,0.039386189258312
"10887","Histamine","Pyridoxamine",2.00089046683604e-05,0.100073072707344
"10888","Glucosamine","N-Acetyl-Aspartate (NAA)",2.00384177064593e-05,-0.0916331750091341
"10889","Erythrose-4-Phosphate","Histidine",2.00983643495887e-05,0.0605772743880161
"10890","3-Hydroxyisovaleric Acid","N-Ac-L-Glutamine",2.03091757910021e-05,-0.0857142857142857
"10891","Allantoin","N-Ac-Phenylalanine",2.03471289173585e-05,-0.115820241139934
"10892","Azelaic Acid","Niacinamide",2.04245078665484e-05,0.24760686883449
"10893","4-Pyridoxic Acid","Lysine",2.07045682982618e-05,-0.110303251735477
"10894","D-Leucic Acid","Xanthurenic Acid",2.0706136244974e-05,-0.00610157106320789
"10895","L-Kynurenine","Myristic Acid",2.07469731840182e-05,-0.151516258677384
"10896","Acetylcholine","gamma-Aminobutyrate",2.08089072715807e-05,-0.11804895871392
"10897","5,6-Dihydrouracil","Dimethylarginine (A/SDMA)",2.08098297800467e-05,0.2560467665327
"10898","Oxidized Glutathione","Spermidine",2.08118428619554e-05,-0.311728169528681
"10899","3-Hydroxypropionic Acid","Aminolevulinate",2.09274018650266e-05,0.114431859700402
"10900","3-(4-Hydroxyphenyl)Propionate","Adenylosuccinate",2.09367300028325e-05,0.230434782608696
"10901","Acetylcholine","Homoarginine",2.09601566281115e-05,-0.200036536353672
"10902","4-Hydroxybenzoic Acid","S-Methylcysteine",2.10033386915398e-05,-0.239934234563391
"10903","5-Methylcytidine","Retinol",2.10033386915398e-05,-0.20595542564852
"10904","Asparagine","Pyroglutamic Acid",2.10270110935803e-05,0.038655462184874
"10905","5'-Methylthioadenosine","UMP",2.10333237998985e-05,0.161344537815126
"10906","Hydrocinnamic Acid","Xanthosine",2.10849060988262e-05,-0.0696017537449763
"10907","betaAlanine","L-Kynurenine",2.1357444315396e-05,0.0415418341249543
"10908","N-Ac-Arginine","Spermidine",2.14604857709519e-05,0.0654000730727074
"10909","4-Hydroxybenzoic Acid","7-Methylguanine",2.1483497652563e-05,0.195834855681403
"10910","Arabitol/Xylitol","Dimethylarginine (A/SDMA)",2.16169166657096e-05,0.236572890025575
"10911","7-Methylguanine","Betaine",2.166574411715e-05,-0.231603945926197
"10912","2-Aminoadipate","Serine",2.18402475650384e-05,0.0379612714651078
"10913","3-Aminoisobutyrate","Glyceraldehyde",2.18402475650384e-05,0.0125685056631348
"10914","Dimethylglycine","Phenylalanine",2.19412707819284e-05,0.202813299232737
"10915","Lactose/Trehalose","UDP-Glucose",2.20069889335554e-05,0.038655462184874
"10916","Adenine","Retinol",2.21634802787775e-05,0.114029959810011
"10917","5'-Methylthioadenosine","L-Kynurenine",2.21729858320191e-05,0.0865546218487395
"10918","Cysteinyl-Glycine (Cys-Gly)","Niacinamide",2.21882167886299e-05,-0.212458896602119
"10919","Erythrose-4-Phosphate","Ethanolamine",2.22138657892699e-05,-0.0662038728534892
"10920","Guanosine","N-Ac-L-Glutamine",2.22945042689579e-05,-0.157033248081841
"10921","2'-Deoxycytidine","N2,N2-Dimethylguanosine",2.22946117138218e-05,0.134051881622214
"10922","Margaric Acid","Riboflavin",2.23554472953797e-05,0.0417975886006577
"10923","1/3-Methylhistidine","2-Aminoadipate",2.23692077588383e-05,-0.0736938253562295
"10924","2-Hydroxyglutarate","Xanthosine",2.23715319965329e-05,0.068944099378882
"10925","cAMP","S-Methylcysteine",2.2504640413618e-05,0.0198027036901717
"10926","Maleic Acid","Xanthosine",2.25960865267136e-05,-0.0626233101936427
"10927","5'-Methylthioadenosine","PEP",2.26442208109293e-05,0.0727804165144319
"10928","Phosphoserine","Proline",2.28236586619291e-05,-0.0993788819875776
"10929","Glutamine","Trigonelline",2.28248361585997e-05,0.0747533796127147
"10930","Lysine","Retinol",2.29135234735746e-05,-0.0571793934965291
"10931","Ethanolamine","Sarcosine",2.29812240594717e-05,0.26967482645232
"10932","betaAlanine","Hydrocinnamic Acid",2.30098133981138e-05,-0.0766898063573255
"10933","Linolenic Acid","Tyrosine",2.31289932052663e-05,0.24413591523566
"10934","Cysteinyl-Glycine (Cys-Gly)","Guanine",2.32007525553898e-05,0.00423821702594081
"10935","3-Hydroxyisovaleric Acid","N-Acetyl-Aspartate (NAA)",2.33034170717075e-05,0.0808184143222507
"10936","N2,N2-Dimethylguanosine","Putrescine",2.33994715692514e-05,-0.0889294848374132
"10937","cGMP","Niacinamide",2.35364717662658e-05,0.191340884179759
"10938","Adipic Acid / 3-Methylglutaric Acid","Spermidine",2.35689500337541e-05,-0.222396784800877
"10939","Alanine","Creatine",2.35704329184148e-05,0.0252831567409573
"10940","2'-Deoxycytidine","Sorbitol",2.36130525278712e-05,-0.161308001461454
"10941","Adenylosuccinate","Xanthurenic Acid",2.36422858663186e-05,0.218706613080015
"10942","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Xanthosine",2.37207846086244e-05,0.165473145780051
"10943","Deoxyguanosine","N-AcetylGlycine",2.38090669099955e-05,-0.0213006941907198
"10944","cGMP","Hypoxanthine",2.39540227301228e-05,-0.30211910851297
"10945","Cysteinyl-Glycine (Cys-Gly)","Valine",2.39791656138167e-05,-0.0361344537815126
"10946","gamma-Aminobutyrate","Glucoronate",2.41592011627335e-05,-0.0858969674826452
"10947","Alpha-Ketoglutaric Acid","Deoxycarnitine",2.43255117590636e-05,0.0614541468761418
"10948","Hydrocinnamic Acid","Hypoxanthine",2.44837632137664e-05,-0.128352210449397
"10949","Cholesteryl Sulfate","N6-Trimethyllysine",2.45846921107099e-05,0.0913774205334308
"10950","cGMP","Phosphoserine",2.46323854054394e-05,-0.302338326635002
"10951","Fructose","Glycerol-3-P",2.46355171540113e-05,-0.0824260138838144
"10952","7-Methylguanine","SAH",2.47659476077853e-05,0.182572159298502
"10953","Glutamic acid","S-Adenosylmethionine (SAM)",2.48905192043766e-05,-0.0308732188527585
"10954","Erythrose-4-Phosphate","N-Ac-Arginine",2.51590557316056e-05,-0.00548045305078553
"10955","4-Hydroxybenzoic Acid","Ethanolamine",2.52992267012656e-05,0.131567409572525
"10956","cGMP","Maleic Acid",2.534955903833e-05,-0.1439532334673
"10957","7-Methylguanine","L-2-Aminobutyric Acid",2.53581011993593e-05,0.19462915601023
"10958","Deoxycarnitine","Thiamine",2.54530466702354e-05,-0.0321154548776032
"10959","5,6-Dihydrouracil","PEP",2.54652719429631e-05,0.0841432225063939
"10960","Hypotaurine","Myristic Acid",2.54973371594332e-05,0.147131896236756
"10961","DCDP","Pyroglutamic Acid",2.55538119405961e-05,0.00241139934234563
"10962","3-Methyl-3-Hydroxyglutaric Acid","Histamine",2.58648078558249e-05,-0.184800876872488
"10963","3-Methyl-3-Hydroxyglutaric Acid","Uracil",2.59185932644382e-05,0.0152721958348557
"10964","Alanine","Lactose/Trehalose",2.59462287711377e-05,-0.0671538180489587
"10965","Glycine","L-Kynurenine",2.59462287711377e-05,-0.208586043112897
"10966","Creatine","Indole-2-Carboxylic Acid",2.60028626629837e-05,-0.104932407745707
"10967","N-Acetyl-Aspartate (NAA)","Pseudouridine",2.61732735926818e-05,0.196675191815857
"10968","Adipic Acid / 3-Methylglutaric Acid","Hypotaurine",2.64325097185063e-05,0.0696382900986482
"10969","Spermidine","Suberic Acid",2.64364170242798e-05,-0.198392400438436
"10970","Alanine","Myristic Acid",2.65297389900286e-05,0.290938984289368
"10971","Homoarginine","Succinate",2.67472006181732e-05,0.106284252831567
"10972","Dimethylarginine (A/SDMA)","G1P/F1P/F6P",2.67847747399386e-05,0.147131896236756
"10973","2-Hydroxyglutarate","Dimethylarginine (A/SDMA)",2.68970345131751e-05,0.0945195469492145
"10974","Adenine","Ergocalciferol",2.69998437455283e-05,0.119510412860796
"10975","Nicotinic Acid","Urate",2.70848139618253e-05,-0.220204603580563
"10976","4-Pyridoxic Acid","Cadaverine",2.71618223135859e-05,0.237888198757764
"10977","Guanosine","Succinate",2.72466343047992e-05,0.246729996346365
"10978","IMP","Kynurenic Acid",2.74903859591509e-05,0.120204603580563
"10979","Methionine","Nicotinic Acid",2.75606833254446e-05,0.119875776397516
"10980","2-Aminoadipate","Glutaric Acid",2.76701316153542e-05,0.0428936792108148
"10981","Ethanolamine","Trigonelline",2.77696248165142e-05,-0.0591888929484837
"10982","ADP","Xanthine",2.77704235154828e-05,-0.183595177201315
"10983","Cholecalciferol","Ribose-5-P",2.77735572688878e-05,-0.0509682133723055
"10984","7-Methylguanine","Homoarginine",2.78461732950884e-05,0.199378881987578
"10985","Adenine","Pyridoxamine",2.79439135187049e-05,0.142710997442455
"10986","Pipecolate","Putrescine",2.80348046147836e-05,0.0233832663500183
"10987","Oxidized Glutathione","Pyroglutamic Acid",2.83199283148944e-05,-0.27274388016076
"10988","AMP","G6P",2.83319792759859e-05,-0.151150895140665
"10989","Acetylcarnitine","Adenine",2.8383419667201e-05,0.114870295944465
"10990","7-Methylguanine","Hypotaurine",2.8421430102875e-05,0.240628425283157
"10991","Acetylcarnitine","Glutamic acid",2.84599239701785e-05,-0.267044208987943
"10992","Adipic Acid / 3-Methylglutaric Acid","Linolenic Acid",2.84777070883855e-05,-0.330836682499087
"10993","Alpha-Ketoglutaric Acid","Glycine",2.85928912158736e-05,-0.0123858238947753
"10994","cGMP","Thiamine",2.87829199466062e-05,0.207782243332115
"10995","Glucose","GMP",2.87849603697813e-05,-0.128242601388381
"10996","Ergocalciferol","Reduced Glutathione",2.90246108768203e-05,0.0194373401534527
"10997","Biopterin","N2,N2-Dimethylguanosine",2.90829674549157e-05,0.292035074899525
"10998","Acetylcarnitine","Xanthine",2.92588760657704e-05,0.0925465838509317
"10999","Adenylosuccinate","Threonine",2.92913114687006e-05,0.134271099744246
"11000","Histamine","Indole-2-Carboxylic Acid",2.93100074395204e-05,0.065546218487395
"11001","Neopterin","Succinate",2.95191716055027e-05,-0.0686518085495068
"11002","3-Aminoisobutyrate","Histamine",2.95924153030224e-05,0.186664230909755
"11003","Azelaic Acid","Hypotaurine",2.96695367648885e-05,0.0489587139203508
"11004","Glutamic acid","Sedoheptulose 7-Phosphate",2.9733062295836e-05,-0.0293386919985386
"11005","Adenine","Argininosuccinate",2.97477949659208e-05,-0.0770917062477165
"11006","Deoxycarnitine","Erythrose-4-Phosphate",2.990259970237e-05,0.0415783704786262
"11007","2-Hydroxyphenylacetate","Adenine",3.00451790584133e-05,0.00650347095359883
"11008","6-Methyladenosine","Citraconic Acid",3.00988746954282e-05,-0.0528315674095725
"11009","Ergocalciferol","Lysine",3.01297102169884e-05,0.0338691998538546
"11010","Cystathionine","Histamine",3.01418325395938e-05,-0.0760686883449032
"11011","Adenylosuccinate","Adipic Acid / 3-Methylglutaric Acid",3.01733704092743e-05,-0.242564852027768
"11012","Dimethylglycine","Maleic Acid",3.04238322539043e-05,-0.0709901351845086
"11013","Adenylosuccinate","Fructose",3.05964996490755e-05,-0.151552795031056
"11014","Arabitol/Xylitol","Cystine",3.05964996490755e-05,0.242272561198392
"11015","Niacinamide","Phosphotyrosine",3.0763416912705e-05,-0.154110339788089
"11016","AMP","Deoxycarnitine",3.08346149150038e-05,-0.119948849104859
"11017","Lactose/Trehalose","Uridine",3.08436802161909e-05,-0.137851662404092
