"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"2-Hydroxyphenylacetate","S-Methylcysteine",1.44128115943709e-19,0.221015718724046,1.20889997517636e-19,0.192529645960872,NA,NA,NA,NA,8.18019954046418e-34,0.271647789550603,5.73540047025006e-18,0.175369458128079,NA,NA
"IMP","o-Phosphoethanolamine",3.88393329820917e-11,0.221015718724046,7.84687430735215e-08,0.158093240292821,3.92785405095232e-11,0.262878641713294,2.84306398408952e-19,0.340394088669951,NA,NA,0.0188568950604199,0.142857142857143,NA,NA
"2'-Deoxycytidine","Sedoheptulose 7-Phosphate",2.12126396247324e-06,0.221015718724046,5.51772496596315e-08,0.21848966137249,9.8742027154591e-20,0.371020644414432,4.00705971417262e-14,0.441379310344828,0.000134936842974615,0.110595542564852,0.0107998095505905,0.12512315270936,NA,NA
"Serine","Urate",1.38017742079866e-10,0.221077240148882,3.83363815209373e-06,0.145151761633632,8.5585932589381e-25,0.337642292108817,3.80059189495005e-31,0.393103448275862,6.03926489281455e-30,0.302667153818049,2.66235671257836e-24,0.358620689655172,NA,NA
"Taurine","Tryptophan",7.5000130265525e-06,0.221138761573718,NA,NA,NA,NA,1.18156600496623e-06,0.145320197044335,9.8339888805915e-17,-0.114249177932042,2.84786665047409e-05,0.0788177339901478,0.0154781525890784,-0.359113300492611
"Glucose","Homocitrulline",6.33397515944348e-27,0.221200282998554,2.69463424225777e-26,0.2525921486365,NA,NA,NA,NA,7.45165987724294e-38,0.36890756302521,5.89875329223099e-34,0.375369458128079,NA,NA
"Adenylosuccinate","Betaine",9.45472731787753e-17,0.221200282998554,2.44033605017717e-18,0.176163363157669,NA,NA,1.1724435604134e-08,-0.221674876847291,NA,NA,NA,NA,NA,NA
"Leucine /D-Norleucine","Spermidine",2.36949451360186e-13,0.221200282998554,1.02320286124739e-18,0.25000642150777,2.34577207863772e-10,0.258023023988681,2.31481170209306e-05,0.193103448275862,4.40384863708384e-08,0.266715381804896,0.000589604245478705,0.267487684729064,0.0314153377275685,0.282266009852217
"Dimethylglycine","Indole-3-Carboxylic Acid",1.12120735036094e-12,0.221200282998554,1.1073746610167e-15,0.171531315552892,NA,NA,NA,NA,NA,NA,0.0186176582404054,0.246305418719212,NA,NA
"Aspartic Acid","Ornithine",1.85308369047844e-09,0.221323325848227,1.74968775984046e-14,0.239021362215848,4.61508486366184e-29,0.336291722940382,1.06693693340477e-22,0.366009852216749,6.21673926717335e-18,0.249799050054805,3.54001541664446e-09,0.189655172413793,NA,NA
"ADP","Linolenic Acid",0.0056232527384119,0.221384847273063,9.06695669915003e-06,0.209088573997175,1.93515217667507e-11,0.275548266769567,6.77483664481402e-14,0.267487684729064,5.68495147548691e-06,0.157435147972232,1.52763564328374e-09,0.248768472906404,NA,NA
"G6P","NAD",7.9261453853301e-08,0.221446368697899,0.00814923353302946,0.114469797508455,1.19705276711443e-14,0.271593028490578,3.34472701782955e-13,0.324137931034483,NA,NA,0.00392098622401459,0.191133004926108,NA,NA
"N-Ac-L-Glutamine","Uracil",3.37047405694174e-05,0.221446368697899,0.000289760393354173,0.165161179845028,4.22298008540747e-12,0.192005916779214,1.53223895572739e-27,0.311822660098522,1.22117179328611e-23,0.312203142126416,1.54011507244577e-30,0.351231527093596,0.036016287234,0.58128078817734
"Glutaric Acid","N-Ac-Phenylalanine",4.0946440420513e-26,0.221507890122735,6.80141629287217e-13,0.0877306391540734,0.00562378703059524,-0.191973760370442,NA,NA,1.51562278189727e-19,0.231713554987212,7.90924440691201e-43,0.442857142857143,NA,NA
"2-Hydroxyglutarate","Phenylalanine",5.90001488131147e-15,0.221507890122735,7.9187931632235e-23,0.357254163277538,7.31116546363935e-10,0.353334619589684,NA,NA,3.00148874572842e-50,0.421556448666423,1.5985418187209e-36,0.386206896551724,NA,NA
"Myristic Acid","Xanthosine",6.59670870269623e-12,0.221507890122735,1.20906131966971e-11,0.207526007106469,1.30000575598543e-11,0.187246768280918,1.87345216980087e-19,0.219704433497537,NA,NA,NA,NA,NA,NA
"cGMP","Glutamine",1.89836699958949e-17,0.221569411547571,2.00590377549435e-09,0.143293805385505,NA,NA,NA,NA,0.000354980464102561,-0.080306905370844,NA,NA,NA,NA
"5-Methylcytidine","Pantothenate",6.4998003694397e-17,0.221569411547571,5.70199142879108e-08,0.125155186437776,NA,NA,3.39739036950795e-05,0,4.84142006494075e-12,0.284325904274753,1.50128092216443e-11,0.373891625615764,0.0240379301084085,0.555172413793103
"Glycerol-3-P","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.0352881219703e-24,0.221692454397244,6.67522545928645e-34,0.295723275825164,1.67876893185901e-14,0.225995240851502,NA,NA,3.87130372068723e-17,0.3516258677384,8.12820679337614e-29,0.499507389162561,NA,NA
"D-Leucic Acid","N-Ac-Phenylalanine",6.79041179016183e-24,0.22175397582208,3.5003883491905e-08,0.00175521212380667,0.000350061610811342,-0.176088494436941,NA,NA,1.82188519512981e-10,0.0435147972232371,1.74948814861183e-32,0.352216748768473,NA,NA
"Deoxycarnitine","Uridine",2.29636509550673e-31,0.221815497246916,2.46980115181542e-26,0.197183098591549,0.00138329659565549,-0.239758183806033,0.000123531963285296,-0.228571428571429,3.05042125616878e-07,0.0950310559006211,2.87612444434487e-05,0.0960591133004926,NA,NA
"Ergocalciferol","Niacinamide",2.75452500631571e-24,0.221815497246916,4.87828204287848e-13,0.124448820583073,NA,NA,NA,NA,NA,NA,3.64581516178213e-06,0.170935960591133,NA,NA
"5'-Methylthioadenosine","Argininosuccinate",2.51437111298418e-08,0.221815497246916,1.76949233483955e-11,0.254492914936427,5.61875562840794e-20,0.335777220400026,8.55834277923879e-27,0.311822660098522,0.0185399086725865,0.104055535257581,NA,NA,NA,NA
"Palmitic Acid","Pyroglutamic Acid",1.57594793161365e-22,0.221877018671752,7.48999174656938e-20,0.193274540862194,5.11151361488509e-17,0.279857225545051,1.20739714001553e-14,0.338423645320197,5.74123921419444e-19,0.148666423090976,6.79100408536247e-18,0.263054187192118,0.031022352449211,-0.357142857142857
"3-(4-Hydroxyphenyl)Propionate","Dimethylglycine",8.77129961885964e-12,0.221877018671752,5.66510044220435e-16,0.233995462134509,0.00245130006676467,-0.127468004373272,3.87234734165443e-05,-0.210837438423645,NA,NA,0.0084020049779695,0.252216748768473,NA,NA
"Glucosamine","Glycerophosphocholine",1.06315539146003e-19,0.221938540096589,3.57076750550448e-18,0.179215719851021,0.000676105191865847,-0.125860183934658,0.0405414028012533,-0.111330049261084,1.96239803067816e-50,0.352173913043478,2.2471652941123e-57,0.526600985221675,0.00377905357275591,0.701970443349754
"Erythrose-4-Phosphate","NAD",1.66080504704947e-08,0.221938540096589,0.00130264072749529,0.143469326597885,5.90581432547579e-22,0.328574184835038,1.31484560994793e-17,0.336453201970443,NA,NA,0.00375265974790531,0.178325123152709,NA,NA
"Betaine","Niacinamide",1.50298078594244e-27,0.222000061521425,2.67898941760148e-15,0.129997003296374,NA,NA,0.0125179014834365,-0.145812807881773,0.0231233625324712,0.0751187431494337,8.89524381169236e-06,0.184729064039409,NA,NA
"2-Aminoisobutyric Acid","Maleic Acid",2.01997710080873e-18,0.222061582946261,5.33775017156832e-13,0.186570486750289,1.78584269702418e-11,-0.181008424979098,6.9562186476427e-33,-0.472413793103448,6.83291020585273e-15,0.175703324808184,1.76010025211604e-22,0.322167487684729,NA,NA
"Inosine","Orotate",6.30040706243072e-09,0.222061582946261,NA,NA,NA,NA,NA,NA,1.65827849762767e-16,0.178443551333577,8.05885103386522e-26,0.388177339901478,NA,NA
"Hydrocinnamic Acid","Succinate",6.67891526356673e-07,0.222123104371097,0.00118828431672379,0.13934671860953,7.27500359058536e-23,0.336870538298283,1.93087415208533e-19,0.413300492610837,1.73571354385876e-08,-0.118158567774936,NA,NA,NA,NA
"Kynurenic Acid","Thiamine",1.03810227635974e-14,0.222369190070442,4.88870922310176e-12,0.190868615951025,4.45093554710722e-14,0.295646022252235,1.2496080348448e-14,0.308866995073892,0.0414298624566448,0.0469126781147242,NA,NA,NA,NA
"N-Ac-Arginine","Xanthine",1.91833113409198e-12,0.222492232920114,2.4256731005723e-07,0.187165546470311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S-Adenosylmethionine (SAM)","UDP-Glucose",3.6292667999568e-12,0.222615275769787,7.75691805712091e-18,0.234659017937412,0.00268961041862649,0.22001414881986,NA,NA,4.79971290578914e-17,0.176726342710997,9.67733589844483e-09,0.160098522167488,NA,NA
"Aminolevulinate","Tryptophan",1.22399054857678e-17,0.222676797194623,5.69172682884091e-25,0.2579904961685,3.11532651202961e-19,0.313042639398032,5.37034779402555e-17,0.312315270935961,1.01909893240367e-26,0.177420533430764,1.28868265083955e-15,0.070935960591133,NA,NA
"Hydrocinnamic Acid","iso-Leucine /allo-isoLeucine",1.95769316209665e-13,0.222738318619459,2.71189190841093e-10,0.170191360931547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neopterin","Serine",6.16869951055534e-10,0.222738318619459,0.000628363586673528,0.138297872340426,9.66817698894426e-06,0.179979419898386,9.18608093212013e-06,0.250246305418719,1.34450283013274e-16,0.26832298136646,2.02955895398471e-20,0.321182266009852,NA,NA
"2-Hydroxyphenylacetate","iso-Leucine /allo-isoLeucine",3.77545470581034e-10,0.222799840044295,4.32810751077636e-07,0.145875251509054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6-Methyladenosine","Cytidine",0.000880194297640639,0.222861361469132,0.00908798665168594,0.241851106639839,NA,NA,0.00723015794882967,-0.00541871921182266,6.57869919106873e-08,0.246985750822068,6.24952743127516e-16,0.35320197044335,NA,NA
"3-Aminoisobutyrate","N-Ac-Arginine",8.59341493189452e-13,0.22304592574364,7.04866956486433e-12,0.196814932146068,0.000434070906476651,0.187118142645829,0.00021218717042992,0.264532019704433,NA,NA,NA,NA,NA,NA
"Pseudouridine","Riboflavin",1.72517564181578e-25,0.223107447168476,1.43691230959388e-19,0.18696433922685,1.14860256828961e-12,0.216284005402277,8.35994601802979e-15,0.233004926108374,3.0643359103401e-06,0.116295213737669,6.11626685708642e-18,0.235467980295566,NA,NA
"Adenosine","Xanthine",1.19714042041825e-14,0.223107447168476,1.85936244528397e-15,0.195346547369322,3.51456296222362e-06,0.187246768280918,3.31229955280631e-07,0.223152709359606,0.000682482932366722,0.069309462915601,NA,NA,NA,NA
"3-Hydroxypropionic Acid","gamma-Aminobutyrate",2.72755474402851e-10,0.223168968593313,1.01304295004591e-12,0.155605976283231,0.000321442155565127,-0.0660171072094669,1.541885364586e-05,-0.134975369458128,4.77368509668808e-16,0.202995981001096,1.54544300022173e-27,0.404433497536946,NA,NA
"AMP","UMP",4.07409398456889e-09,0.223168968593313,0.000383137701626217,0.0954706965195428,9.31313920654966e-06,0.126760563380282,1.64213975410909e-08,0.227093596059113,0.00521007703317126,0.0944099378881988,2.05897451834053e-06,0.210344827586207,NA,NA
"Betaine","Succinate",9.39731947438792e-07,0.223292011442985,0.00296762584472821,0.103561796309774,5.81920455218152e-19,0.235867258344588,4.46113783713347e-23,0.341379310344828,1.41190133575134e-06,-0.148337595907928,NA,NA,NA,NA
"4-Guanidinobutanoate","Homocitrulline",5.14807712201586e-26,0.223353532867821,5.5178217542392e-25,0.207731495355109,3.79867631246188e-05,-0.00556305871760242,0.004339584044735,0.0310344827586207,5.68354290333551e-20,0.244976251370113,7.00133360826493e-22,0.252216748768473,NA,NA
"3-(4-Hydroxyphenyl)Propionate","Lactose/Trehalose",4.92675034235902e-06,0.223599618567166,NA,NA,0.0223450701550749,0.117821081741591,0.00454956539953907,0.22512315270936,5.10652507807398e-06,-0.015893313847278,NA,NA,NA,NA
"DCDP","Uracil",1.33045312443201e-05,0.223599618567166,NA,NA,4.3455484255459e-06,0.118271271464403,7.30406848117559e-10,0.252709359605911,9.84997592692925e-18,0.343624406284253,1.7222321550352e-14,0.34384236453202,NA,NA
"Lactate","Ribulose 5-Phosphate",0.00139714553482442,0.223784182841675,NA,NA,5.37784882985302e-27,0.232137114927005,4.46256586314406e-25,0.349261083743842,3.15867157795248e-21,0.232846181951041,1.19519863959528e-26,0.382758620689655,NA,NA
"Tyrosine","Uracil",8.83676627488074e-09,0.223845704266511,5.4221419436241e-10,0.232539920373304,0.0397735823417465,0.0826741269535018,NA,NA,0.000344941917924603,-0.0255023748629887,NA,NA,NA,NA
"Maleic Acid","Ornithine",4.65068899598842e-06,0.223845704266511,5.02947537786449e-08,0.167250310372876,3.89504709000831e-22,0.1898192809827,7.68580778249315e-17,0.214285714285714,1.65015926943543e-36,0.345378151260504,2.56310304013979e-29,0.45615763546798,NA,NA
"Pantothenate","S-Methylcysteine",1.58300554640448e-28,0.224030268541019,1.54891171867654e-18,0.144436833768569,4.01060286347714e-11,0.229339507363818,1.54907246744577e-16,0.360591133004926,4.77613558070615e-23,-0.292144683960541,6.61708608926357e-06,-0.205418719211823,NA,NA
"DHAP/D-GA3P","Uridine",3.37670998486455e-28,0.224091789965856,2.64326083206403e-24,0.212962883685089,NA,NA,0.0116373342026051,-0.114285714285714,2.5824347751719e-34,0.199634636463281,5.97114155413661e-33,0.279310344827586,NA,NA
"6-Methyladenosine","N-Ac-Phenylalanine",1.18237803216785e-17,0.224091789965856,NA,NA,0.00925854293530479,-0.00739597401762171,0.0155239492660621,0.0916256157635468,0.000689037636083248,0.00211910851297041,NA,NA,NA,NA
"Lactate","UDP-Glucose",3.41705022113069e-09,0.224153311390692,0.000187566843518641,0.145806755426174,3.00424022928256e-11,0.168081548652646,2.06481430247364e-10,0.152709359605911,7.49761213056534e-21,0.221337230544392,3.76660822146446e-21,0.301970443349754,NA,NA
"N-Ac-L-Glutamine","Orotate",0.0131662237512873,0.224153311390692,4.38730643290424e-12,0.213318207115031,6.48183339868437e-14,0.2942954530838,0.00642788912350163,0.299507389162562,5.76837339445085e-11,0.198940445743515,3.03112267595285e-12,0.284729064039409,NA,NA
"DHAP/D-GA3P","Sorbitol",1.62686863555975e-24,0.224214832815528,1.32583299771716e-29,0.338058136050345,3.1470761271385e-36,0.412405942504341,1.53061236207219e-20,0.240886699507389,0.000290376920877538,0.170295944464742,NA,NA,NA,NA
"Glucosamine","NAD",1.37611495560969e-11,0.2243378756652,3.58622486778426e-05,0.135587996061475,1.76003379884621e-39,0.346131584024696,1.13274118208331e-31,0.400985221674877,0.00469643769313579,0.184472049689441,4.78683646955478e-05,0.258128078817734,NA,NA
"Inosine","Niacinamide",0.000358814696709042,0.2243378756652,9.91399089789444e-08,0.240716640267135,2.43395876356474e-18,0.255675606148305,3.12457547866061e-10,0.21871921182266,1.38914214351024e-05,0.218962367555718,0.0115810033984439,0.253694581280788,NA,NA
"Oxidized Glutathione","SAH",4.16171941188313e-09,0.224460918514873,0.00867363358772897,0.163949655379083,0.00724696605956042,0.161200077175381,1.16482852970745e-06,0.217733990147783,NA,NA,0.00100444212626729,0.222167487684729,NA,NA
"Arabitol/Xylitol","Thiamine",4.48961456548303e-16,0.224522439939709,2.64984450983569e-19,0.278320989768398,1.89763199626413e-11,0.263425300662422,8.23661184541849e-11,0.255665024630542,1.58274622393314e-17,0.275191815856778,5.269936037054e-07,0.180788177339901,NA,NA
"Hydrocinnamic Acid","Proline",1.83164702285303e-12,0.224583961364545,1.17091173144086e-12,0.150545828160452,5.69169378930081e-06,-0.132420091324201,0.00914641088788378,-0.0566502463054187,4.58026956538599e-29,0.364559736938254,3.64368221541447e-19,0.40295566502463,NA,NA
"o-Phosphoethanolamine","SAH",0.00215304816500242,0.224645482789381,NA,NA,3.088273012329e-11,0.178114348189594,2.42527732609241e-24,0.341379310344828,3.63091598711887e-30,0.393131165509682,4.50973127651364e-15,0.312315270935961,NA,NA
"Adenosine","D-Leucic Acid",1.00506223804107e-42,0.22483004706389,2.4203919645439e-42,0.234851663170512,3.02684018829146e-36,0.231108109846292,1.06322186561221e-43,0.320689655172414,1.04962329860035e-23,0.144208987943003,2.49552015272959e-08,-0.0517241379310345,NA,NA
"2-Aminoadipate","Tyrosine",6.45310892360717e-08,0.22483004706389,0.000210919642324528,0.131054411575838,2.00761056307531e-06,0.197118785774005,2.17287714421369e-08,0.347290640394089,5.39873805609931e-05,0.0917062477164779,5.83485512607031e-07,0.131527093596059,NA,NA
"Acetylcholine","Aminolevulinate",2.98247904982822e-05,0.22483004706389,3.08279419589727e-05,0.178166873581917,8.94391280034741e-05,0.169046240915815,0.00122010603277894,0.199507389162562,NA,NA,3.03342204688079e-08,0.301970443349754,NA,NA
"Pseudouridine","Tyrosine",1.1662242045074e-22,0.224953089913562,7.52787052484624e-33,0.315989554347361,7.51199217461863e-29,0.389542735867258,3.40811617701412e-14,0.238916256157635,4.48998514163004e-26,0.176689806357326,8.70141835533328e-12,0.0763546798029557,NA,NA
"Phosphoserine","Xanthurenic Acid",5.39961919924444e-11,0.225014611338399,1.57790925870927e-06,0.114983518130057,2.79775472232168e-10,0.12248376101357,2.15794217903087e-19,0.239901477832512,NA,NA,5.51953585506112e-06,0.22807881773399,NA,NA
"3-Methyl-3-Hydroxyglutaric Acid","Sarcosine",0.0480130077088572,0.225137654188071,NA,NA,NA,NA,0.00126001622902041,0.0857142857142857,0.0170705099122265,0.1834855681403,0.00407899740191824,0.0916256157635468,NA,NA
"Dimethylarginine (A/SDMA)","Sedoheptulose 7-Phosphate",1.17207564302471e-12,0.225199175612907,3.15480395934193e-14,0.147737488762361,1.57692525149222e-08,0.0863078011447682,4.09324411793173e-13,0.229556650246305,1.38464779877897e-06,0.160979174278407,0.00188252129136703,0.23448275862069,NA,NA
"IMP","Succinylcarnitine",1.10757902564035e-07,0.225260697037743,NA,NA,1.61243952262885e-22,0.33201492057367,7.91114591840122e-45,0.488177339901478,2.53281366763937e-11,-0.192546583850932,1.94152039658975e-05,-0.169950738916256,NA,NA
"4-Hydroxybenzoic Acid","Succinylcarnitine",1.09990133027238e-06,0.225260697037743,5.45701675926286e-05,0.151384905175735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indole-2-Carboxylic Acid","Threonine",4.88849324826712e-26,0.225383739887416,1.3186695100796e-15,0.168889935356822,5.11557037634874e-05,-0.178178661007139,0.00491833622656208,-0.144334975369458,0.000264642279090759,-0.0617099013518451,NA,NA,NA,NA
"Cholesteryl Sulfate","Palmitic Acid",2.27673777947575e-19,0.225383739887416,3.00181234124051e-10,0.14727085919774,NA,NA,0.0232444430437252,-0.0620689655172414,8.82750343248584e-11,0.142236024844721,9.24594068877718e-16,0.236945812807882,NA,NA
"Aspartic Acid","Xanthine",6.31191642206094e-18,0.225383739887416,2.65944810724569e-16,0.203082323729612,5.06877567556093e-11,0.203903788024953,6.596198208135e-10,0.255172413793103,0.0111371342430433,0.0171720862257947,NA,NA,NA,NA
"Lactose/Trehalose","Leucine /D-Norleucine",6.70750847140956e-07,0.225383739887416,3.1697213083912e-10,0.248824864078086,0.000340773525843743,0.11241880506785,0.006958494345624,0.0995073891625616,8.09155253769303e-30,0.405553525758129,1.23502061828209e-19,0.380788177339901,NA,NA
"AMP","Succinylcarnitine",5.55471849400428e-10,0.225445261312252,1.21026868945358e-05,0.14202234684704,2.67905001089639e-22,0.334298025596501,3.43521114456739e-24,0.410344827586207,NA,NA,NA,NA,NA,NA
"3-Hydroxyisovaleric Acid","4-Pyridoxic Acid",4.01127391555397e-05,0.225445261312252,0.000953711576012104,0.189284644034419,1.50558751763221e-17,-0.22937166377259,1.2579317310713e-19,-0.269458128078818,9.58312974531998e-05,0.279356960175375,2.73951362099754e-10,0.385714285714286,NA,NA
"Glutaric Acid","S-Methylcysteine",1.38300670166436e-18,0.225568304161924,3.80549463121792e-18,0.213326769125391,NA,NA,0.0218297894699078,-0.116748768472906,3.47475333841721e-29,0.311253196930946,9.7718230737487e-18,0.274384236453202,NA,NA
"Alanine","Sarcosine",2.82109101238645e-29,0.225629825586761,1.65712598817066e-27,0.21586540519714,5.25781685986183e-10,-0.261013570004502,9.46224192070162e-09,-0.316256157635468,9.06299936044804e-06,-0.346876141761052,3.9806854194447e-05,-0.373399014778325,NA,NA
"Cholecalciferol","Citrulline",4.60118863947441e-28,0.225814389861269,3.09067421109353e-12,0.0595573440643863,NA,NA,0.0471242368144832,0.0472906403940887,7.11338893693789e-10,-0.020460358056266,7.08821724560957e-19,0.206896551724138,NA,NA
"Phosphotyrosine","Xanthurenic Acid",1.88944401589008e-16,0.22612199698545,4.11014931048887e-07,0.111134894473222,4.30782462511603e-15,0.134799665573349,1.32898234850921e-24,0.225615763546798,NA,NA,NA,NA,NA,NA
"Carnosine","Cysteinyl-Glycine (Cys-Gly)",6.11568080010237e-11,0.22612199698545,1.61357246511321e-06,0.177049531229933,5.87472553973366e-17,0.25120586532896,1.88723288845954e-15,0.228571428571429,0.000783437955890888,-0.0140664961636829,NA,NA,NA,NA
"1-Methylnicotinamide","6-Methyladenosine",2.4892949285443e-23,0.226183518410286,5.19113838132236e-06,0.0196070037244745,NA,NA,1.54442959966786e-14,0.304433497536946,3.6395763311627e-08,-0.263280964559737,2.99172430257708e-10,-0.302463054187192,0.0140798446550648,-0.546305418719212
"NAD","SAH",7.17196298516366e-15,0.226183518410286,5.35591377381427e-09,0.193865319577037,1.95174016370068e-38,0.2987008810856,4.638411240895e-48,0.377832512315271,0.00347172864851472,0.127292656192912,0.0207561864622287,0.0738916256157635,NA,NA
"Glycine","Suberic Acid",5.63412614919874e-08,0.226245039835123,1.66645575559833e-06,0.190055224966822,1.28126379043839e-27,0.341597530387806,2.89984173352998e-19,0.388177339901478,0.000118807819913109,0.0900255754475703,1.38816579626457e-09,0.147783251231527,NA,NA
"cGMP","Deoxycarnitine",2.23220722739348e-30,0.226429604109631,3.48790996188743e-25,0.199126674943277,NA,NA,0.000664121646140417,-0.1,NA,NA,5.46147546453244e-05,-0.237931034482759,NA,NA
"Homoarginine","Ribulose 5-Phosphate",4.63850095852979e-25,0.226429604109631,2.51141442384807e-33,0.292491116914251,NA,NA,0.000171060893814622,-0.0886699507389162,1.72314703631062e-21,0.181329923273657,1.30815215931388e-12,0.137931034482759,NA,NA
"7-Methylguanine","Phosphorylcholine",7.63776751091961e-22,0.226429604109631,1.05812390465479e-19,0.237283274112762,6.54013064019915e-19,0.296096211975047,6.46718108131866e-19,0.326108374384236,2.76101772759363e-15,0.165327000365364,4.4975495927911e-09,0.0896551724137931,NA,NA
"Phosphotyrosine","SAH",2.00647831182569e-26,0.226491125534467,3.83336002293717e-32,0.29206729740143,7.90702341750537e-41,0.246478873239437,3.22444509644007e-40,0.351231527093596,1.39713699964982e-17,0.274351479722324,1.78322407978745e-07,0.083743842364532,NA,NA
"2-isoPropylmalic Acid","Hydrocinnamic Acid",1.95044077518867e-25,0.226491125534467,3.36360914606235e-30,0.194464660302239,5.49319434491137e-07,0.0401955109653354,3.80817718734263e-08,0.0527093596059113,2.55520254733709e-24,0.235805626598465,3.34866059315129e-15,0.251231527093596,NA,NA
"Glycine","Histamine",5.41210399603375e-10,0.226491125534467,2.51691491075855e-09,0.250913994605933,6.4983102267529e-42,0.450061097176667,1.04923857711154e-34,0.569950738916256,1.74874076510194e-14,0.19079283887468,0.00117223679791979,0.0758620689655172,NA,NA
"2'-Deoxycytidine","4-Pyridoxic Acid",7.34113649987577e-06,0.226491125534467,1.07358139520618e-10,0.261762061732095,1.72062473569968e-41,0.426201041867644,2.30971169870463e-40,0.504926108374384,NA,NA,0.0341250180953666,-0.0216748768472906,NA,NA
"1/3-Methylhistidine","Anthranilic Acid",2.13181957431629e-06,0.226552646959304,NA,NA,3.95303161588207e-05,-0.0127339378738183,7.08078287236616e-07,0.00443349753694581,2.2369119943803e-43,-0.296748264523201,2.77512655954941e-23,-0.200492610837438,NA,NA
"2-isoPropylmalic Acid","UMP",0.000180844222547048,0.226552646959304,NA,NA,NA,NA,NA,NA,NA,NA,0.00595988382175767,0.367487684729064,NA,NA
"5'-Methylthioadenosine","5,6-Dihydrouracil",0.000330369104142188,0.226552646959304,NA,NA,1.00109875327337e-10,0.0537976718760049,6.77437768963948e-20,0.222660098522167,0.000139108242169655,0.256339057362075,1.78272000597129e-08,0.467980295566502,NA,NA
"NADH","Xanthosine",4.84114858914351e-13,0.226798732658648,3.17452864213924e-15,0.263727043109722,7.64508403179974e-19,0.327320084892919,1.78004910795923e-14,0.291625615763547,NA,NA,NA,NA,NA,NA
"Linolenic Acid","Phosphoserine",6.27055345314305e-10,0.226798732658648,1.79102475804835e-11,0.307735776360289,2.11144235257182e-23,0.436040902951958,1.35171188297245e-14,0.341871921182266,1.62828028491402e-05,0.177566678845451,2.3518714409673e-05,0.0783251231527093,NA,NA
"Adenine","Glycerophosphocholine",0.000195276841212108,0.226798732658648,1.23864278596474e-05,0.135378226807654,0.0166236419118484,0.161650266898193,0.0461035476895879,0.186699507389163,0.0171796421813343,0.152612349287541,NA,NA,NA,NA
"Carnitine","NAD",6.5605422562129e-16,0.226921775508321,1.75086939225965e-05,0.11303994177833,9.63508432431146e-14,0.283297961283684,4.50278373172328e-22,0.378325123152709,NA,NA,NA,NA,NA,NA
"Deoxycarnitine","Glutamine",3.20909242311564e-26,0.226983296933157,2.44426101615333e-20,0.160726058478531,0.00308461407255251,-0.153289600617403,NA,NA,NA,NA,0.0130109261093234,-0.0630541871921182,NA,NA
"Cholecalciferol","Glycine",2.05418882227024e-08,0.226983296933157,5.1530645738859e-06,0.167708377927137,1.15241393894828e-28,0.263071580165927,1.57924933531007e-20,0.307881773399015,7.25860386504225e-08,0.176068688344903,8.14805047696426e-10,0.308374384236453,NA,NA
"Maleic Acid","Neopterin",2.03512574735301e-19,0.227044818357993,3.24202676838098e-14,0.182811764202235,0.00162792211274618,-0.137500803910219,2.67421383148715e-11,-0.296551724137931,2.67423255973913e-10,0.172305443916697,6.8451843143444e-17,0.260591133004926,NA,NA
"Putrescine","Spermidine",2.59534231871374e-17,0.227167861207665,5.59589639974963e-16,0.207761462391369,NA,NA,0.000354620695359183,0.221674876847291,NA,NA,NA,NA,0.00886359417361479,0.318226600985222
"Acetylcholine","Uridine",4.10644826527007e-15,0.227229382632502,NA,NA,6.49960626876487e-23,0.328799279696444,1.12062152935662e-28,0.45320197044335,0.000288467004303553,-0.154329557910121,6.90684349557858e-06,0.0472906403940887,NA,NA
"Cytidine","Ethanolamine",0.0215598706287243,0.227290904057338,NA,NA,2.33902861081665e-07,-0.00672068943340408,4.18429836696137e-08,-0.0768472906403941,9.11672999674183e-14,0.213080014614542,1.57332028873001e-17,0.339901477832512,0.0374782474747023,0.235960591133005
"Deoxyguanosine","Homoarginine",2.91683853144732e-24,0.227352425482174,3.08360430392337e-15,0.236225865833298,NA,NA,NA,NA,3.44023615793303e-09,-0.060979174278407,4.06833937473297e-10,-0.0773399014778325,NA,NA
"Niacinamide","Phenylacetic Acid",5.24205541156523e-25,0.22741394690701,8.79884303522638e-16,0.139826191189691,0.000430479266552695,-0.23731429673934,NA,NA,0.000592283450889187,0.220606503470954,0.000971340881079454,0.186206896551724,NA,NA
"2-Aminoisobutyric Acid","Dimethylglycine",3.53587729282775e-20,0.22741394690701,2.84726277563697e-22,0.205539620702941,7.81158163595759e-08,0.166248633352627,1.60476441202728e-18,0.285714285714286,NA,NA,0.0256800868314611,0.0669950738916256,NA,NA
"Indole-2-Carboxylic Acid","Reduced Glutathione",0.000551259016193083,0.227475468331846,2.32887946956903e-08,0.25252365255362,NA,NA,0.00263645566802985,-0.0669950738916256,6.49879121001654e-19,0.402192181220314,7.06015114075988e-11,0.352709359605911,NA,NA
