"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"Cystathionine","Xanthosine",1.26500526168442e-06,0.155187794149312,5.09535561507024e-05,0.0908215248940451,0.000328024293511537,0.0390378802495337,1.80037927252196e-11,0.188177339901478,6.82052946648687e-05,0.0510047497259774,NA,NA,NA,NA
"gamma-Aminobutyrate","Ribose-5-P",1.55161911871662e-07,0.155372358423821,3.7505153209145e-18,0.246388972130656,1.50644531197204e-05,0.171747379252685,NA,NA,2.55934853259111e-08,0.209280233832664,0.0430269956715778,0.083743842364532,NA,NA
"2-Hydroxyphenylacetate","Lactate",0.000209644218794807,0.155372358423821,8.93949103869083e-08,0.18695149621131,3.71454415760096e-22,0.292751945462731,5.86414762734034e-18,0.289162561576355,8.74581907956315e-08,-0.0401899890390939,7.83209043280316e-08,-0.0374384236453202,NA,NA
"Glycerol-3-P","N6-Acetyl-Lysine",3.56281484640289e-18,0.155433879848657,1.56188922469128e-15,0.105038743096879,2.36297649599976e-05,-0.189690655347611,0.0318980167602522,-0.101970443349754,2.85037922740063e-33,0.272378516624041,2.76489868691443e-30,0.33743842364532,NA,NA
"Aspartic Acid","Margaric Acid",3.40267208852059e-21,0.155495401273493,1.82780964201139e-22,0.151235069994435,1.82105284648703e-16,0.11171136407486,3.53196414253856e-14,0.105418719211823,0.000630076490727178,0.0276214833759591,0.000655407310503416,-0.190147783251231,NA,NA
"Histidine","Phenylalanine",3.84246684560117e-15,0.155495401273493,1.70798767547066e-23,0.256988740956377,2.50936848436568e-28,0.380860505498746,2.41962090521368e-14,0.218226600985222,9.5041660054674e-25,0.289769820971867,9.54429522242095e-10,0.224137931034483,NA,NA
"Alanine","Guanosine",9.28466422180714e-11,0.155495401273493,2.61038356571674e-10,0.154912453444069,3.04188970638437e-09,0.257283426586919,5.72113594105437e-15,0.335960591133005,NA,NA,NA,NA,NA,NA
"4-Pyridoxic Acid","Lactose/Trehalose",7.4027504408408e-06,0.15555692269833,0.000550230673426322,0.143726186908686,NA,NA,NA,NA,0.0173171241791225,0.143076360979174,NA,NA,NA,NA
"isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Leucine /D-Norleucine",0.000580414442287144,0.15555692269833,NA,NA,0.019970356411656,0.139816065341823,0.00364217309938526,0.301477832512315,NA,NA,0.00931047871207081,0.0147783251231527,NA,NA
"Oxalacetate","Sucrose",8.6215779236721e-06,0.155679965548002,2.39643455868121e-05,0.131739372404641,3.09969312839379e-13,0.214258151649624,6.71560064697235e-12,0.159113300492611,6.02457693396535e-31,0.303872853489222,1.38238959903747e-38,0.464039408866995,0.0315287348634294,0.482758620689655
"2'-Deoxycytidine","Guanosine",3.05593237695438e-05,0.155679965548002,2.57834803956162e-08,0.182486407808553,8.52558839646083e-16,0.242041288828864,9.24070366337449e-16,0.188669950738916,6.72330612124713e-05,0.109535988308367,0.000158959381937745,0.159605911330049,NA,NA
"ADP","Pipecolate",1.34895541111116e-10,0.155741486972838,4.43628000953082e-06,0.107354766899268,3.88992857648989e-08,0.111454112804682,6.99712232159051e-15,0.215270935960591,NA,NA,NA,NA,NA,NA
"5,6-Dihydrouracil","Citrulline",0.00337589995349947,0.155741486972838,NA,NA,7.60606779274878e-07,0.249694514116663,NA,NA,NA,NA,NA,NA,NA,NA
"Palmitic Acid","Phosphorylcholine",0.0133022230609863,0.155741486972838,NA,NA,0.0135809265374264,0.0599717023602804,0.00375029567401119,0.126600985221675,0.000537563566286218,0.034855681402996,0.00212573820039516,0.340886699507389,NA,NA
"Dimethylglycine","Urate",3.76611444774794e-07,0.155803008397674,7.00658319325301e-11,0.177280705509654,0.000689633562284485,-0.0469162003987395,6.29899251192079e-05,-0.0719211822660098,0.00485454930647498,-0.107563025210084,0.0376624334310651,-0.0906403940886699,NA,NA
"DCDP","Valine",5.58939522235028e-08,0.155864529822511,2.77037613595998e-07,0.161282589151933,4.69700292925347e-15,0.261656698179947,8.36415818095679e-13,0.204433497536946,2.50935100460945e-20,0.20058458165875,1.8174892708237e-13,0.123645320197044,NA,NA
"Glutaric Acid","Linoleic Acid",2.22407846887797e-17,0.155926051247347,1.37963863177625e-14,0.0953465473693223,NA,NA,NA,NA,0.0224562987519122,-0.0706613080014615,NA,NA,NA,NA
"D-Leucic Acid","Lactose/Trehalose",0.0305095157890283,0.155926051247347,NA,NA,1.11948953337357e-05,0.211492700495209,NA,NA,5.63170276124761e-14,-0.0924004384362441,3.31430205600951e-05,0.016256157635468,NA,NA
"Agmatine","cAMP",0.000839394893157785,0.156049094097019,4.16126094363042e-05,0.121426430925981,2.42193749720437e-25,0.372467682809184,2.32747686633429e-23,0.41231527093596,NA,NA,NA,NA,NA,NA
"Agmatine","iso-Leucine /allo-isoLeucine",0.0388739173431588,0.156049094097019,0.0024175737243429,0.237848366796524,0.000721930353400348,0.20924175188115,0.0331000231628253,0.0832512315270936,2.67245177335822e-08,0.296054073803434,2.05603315459834e-07,0.255665024630542,NA,NA
"2-Aminoadipate","N-Ac-Phenylalanine",1.52322687012395e-06,0.156110615521855,4.04695709522778e-10,0.20793698360375,1.05658571731528e-08,0.114187407550325,2.15911295329954e-05,0.0906403940886699,1.1265856833216e-20,0.288564121300694,3.33943065062919e-11,0.16256157635468,NA,NA
"Methionine","N2,N2-Dimethylguanosine",0.000200171963335114,0.156172136946692,NA,NA,NA,NA,1.75216264902075e-07,0.182266009852217,NA,NA,0.000457737218002221,-0.054679802955665,NA,NA
"Carnosine","Linolenic Acid",0.00085969756307809,0.156172136946692,2.86162396327347e-10,0.322278350956805,1.28529174949263e-29,0.488680944112162,7.82592614356104e-25,0.380788177339901,1.25799558216817e-15,0.360796492510048,5.84832026656624e-10,0.239408866995074,0.0450058825531569,0.657635467980295
"Margaric Acid","Pantothenate",5.40630941394341e-32,0.156233658371528,2.70654739111769e-12,0.067374459523096,0.00866981800448828,-0.111582738439771,NA,NA,8.24212117696005e-06,-0.0589696748264523,NA,NA,0.00911405679655379,-0.459113300492611
"Citraconic Acid","Pseudouridine",1.10179348444533e-18,0.156233658371528,4.29764129278744e-20,0.214987799135237,NA,NA,0.00447555230269308,-0.216256157635468,5.96759198031501e-48,0.414504932407746,4.12895883521158e-37,0.372906403940887,NA,NA
"Adenylosuccinate","Hypotaurine",2.75888327575044e-15,0.156233658371528,8.53820064626915e-16,0.137809837749904,7.22754611729129e-06,-0.0507106566338671,0.000225522135925322,-0.186206896551724,2.21411774824461e-15,0.329082937522835,9.79539415718848e-08,0.301477832512315,0.00847514102541518,0.525123152709359
"Nicotinic Acid","Serine",5.73330615338175e-06,0.156233658371528,0.000682547380450431,0.163350314653881,6.77838799398933e-14,0.272622033571291,1.38304127420718e-09,0.254187192118227,NA,NA,0.000215927876058397,0.144827586206897,NA,NA
"PEP","Sorbitol",1.62596507335055e-07,0.156418222646036,4.36035130608016e-07,0.146894130741898,0.0103205822622251,-0.0931892726220336,1.51412772544369e-05,-0.17487684729064,NA,NA,NA,NA,NA,NA
"3-Hydroxyisovaleric Acid","Trigonelline",2.6579574673224e-09,0.156541265495709,4.94781965293159e-09,0.156153944946273,2.50527098004663e-05,0.0474950157566403,0.00179851122276964,-0.074384236453202,1.79870531809069e-21,0.314504932407746,1.83659652263434e-21,0.379310344827586,0.0281111465428796,0.567487684729064
"Nicotinic Acid","o-Phosphoethanolamine",0.0475292785179316,0.156541265495709,0.0010812493342373,0.188334260884456,NA,NA,NA,NA,5.12295985205589e-06,0.22572159298502,NA,NA,0.035777385003511,-0.278817733990148
"5-Methylcytidine","Phosphorylcholine",3.62139370244703e-10,0.156602786920545,1.7547748697278e-12,0.194190675970718,1.00318319384642e-15,0.306868608913757,1.02700153784349e-09,0.257142857142857,0.000220309514935615,0.0616733649981732,NA,NA,NA,NA
"1-Methyladenosine","Cholecalciferol",1.35175278304388e-16,0.156664308345381,3.50030745090599e-13,0.153324200522283,NA,NA,NA,NA,2.92438923093422e-14,0.163573255389112,1.97558741729792e-07,0.0847290640394089,NA,NA
"GMP","Palmitic Acid",0.00335868851346376,0.156664308345381,2.47827766342214e-08,0.185042167901023,0.00316833586749432,0.164737282140331,NA,NA,9.0536082362591e-09,0.123456339057362,1.11057507498176e-09,0.249753694581281,NA,NA
"Cysteinyl-Glycine (Cys-Gly)","N6-Acetyl-Lysine",3.78259163186811e-21,0.156787351195054,7.32414392124037e-29,0.21059120681536,6.29670948669839e-05,-0.0382018136214548,0.00404595404001252,-0.032512315270936,1.52132268691102e-18,0.131311655096821,0.000400693261035921,-0.083743842364532,NA,NA
"PEP","UDP-Glucose",1.26575827532246e-14,0.156787351195054,2.05833204075095e-21,0.156937368894216,0.0396199597633213,0.0101292687632645,0.0027686648766738,0.103448275862069,2.59721559573815e-22,0.152685421994885,1.62670713633911e-10,0.0576354679802956,NA,NA
"6-Methyladenosine","Glucoronate",3.70673261820981e-11,0.15684887261989,NA,NA,3.08365036849388e-06,-0.0860827062833623,NA,NA,2.80350249120969e-06,-0.102484472049689,NA,NA,NA,NA
"Adenosine","Guanosine",0.001897686019694,0.15684887261989,NA,NA,0.000556571324636535,0.0872724934079362,4.1127703228628e-06,0.0591133004926108,1.27238133677317e-05,0.22820606503471,1.48287516054009e-08,0.23743842364532,0.0259268212019669,-0.370935960591133
"Adenosine","Hypoxanthine",6.08270719194868e-13,0.156910394044726,2.97514549416868e-09,0.101130185367524,4.30634181119534e-11,0.168660364010547,1.66643046064444e-13,0.218226600985222,1.24141965105769e-07,-0.127658019729631,1.43429437619003e-05,-0.122167487684729,NA,NA
"Alpha-Ketoglutaric Acid","Glycerophosphocholine",4.39977930356177e-16,0.157156479744071,6.83429045622926e-12,0.0927693822509525,0.0054574771854245,-0.0834458807640363,NA,NA,1.95109577950055e-27,0.19002557544757,1.8992025838133e-23,0.259605911330049,NA,NA
"Hypoxanthine","UMP",0.000320127310360955,0.157156479744071,0.000536165650531565,0.185508797465645,NA,NA,NA,NA,2.29339254510717e-11,0.253196930946292,3.28662107061514e-10,0.245812807881773,NA,NA
"GMP","Neopterin",1.87928524374451e-06,0.157218001168907,9.048206554711e-20,0.249394237767028,8.26817300929323e-17,0.222361566660235,0.000158057646175509,0.0201970443349754,9.0533203561672e-20,0.213956887102667,1.34216937678074e-11,0.207881773399015,NA,NA
"iso-Leucine /allo-isoLeucine","Pseudouridine",2.40089845626591e-17,0.157341044018579,3.01725713880828e-08,0.0696733593047648,3.4356009581976e-05,0.130104829892598,1.65305207379342e-09,0.155172413793103,NA,NA,NA,NA,NA,NA
"5'-Methylthioadenosine","Pseudouridine",0.0277127446128602,0.157402565443416,0.00325455793101686,0.170358320133567,5.83548430499796e-07,0.221557656440929,0.000217797467714385,0.241871921182266,0.00485388946662706,0.0879795396419438,0.010597305236966,-0.0157635467980296,NA,NA
"Ethanolamine","Hydrocinnamic Acid",7.90279137945017e-25,0.157464086868252,2.263521377265e-16,0.157305535339698,2.4650295462934e-25,0.278345874332755,4.78662975089632e-21,0.283743842364532,1.24007834501921e-14,-0.224808184143223,4.96652921191951e-07,-0.200985221674877,NA,NA
"Betaine","Threonine",2.33464276267006e-12,0.157464086868252,1.9203176264879e-06,0.0513463761291151,2.23994090644191e-13,-0.284455591999486,7.1696886968811e-15,-0.275369458128079,3.3504176641909e-17,-0.304493971501644,2.61498671438864e-08,-0.217241379310345,NA,NA
"Putrescine","UDP-GlcNAc",5.24225482813592e-22,0.157525608293088,9.87377717781209e-18,0.136508412175179,NA,NA,NA,NA,0.00178584908846223,0.00851297040555353,0.00679595739610164,-0.0630541871921182,NA,NA
"2-Hydroxyisobutyrate/2-Hydroxybutyrate","Aspartic Acid",1.02745958098622e-24,0.157587129717924,1.59186719344968e-28,0.159805642364827,3.26305154859196e-08,0.0701974403498617,0.000328604530375632,0.0270935960591133,1.49570584967112e-19,0.160358056265985,4.66104337091668e-06,0.0364532019704433,NA,NA
"DHAP/D-GA3P","Homoarginine",4.25859895339761e-21,0.15764865114276,2.49412435870793e-27,0.233644419709748,0.0282750752513293,-0.0967586339957554,6.13154796337712e-08,-0.248768472906404,1.73859117019893e-33,0.273291925465839,1.89076330220713e-27,0.274384236453202,NA,NA
"Glyceraldehyde","Glycerophosphocholine",1.95541242970963e-19,0.15764865114276,1.99748574593993e-19,0.174386746007963,0.00311082258900535,-0.213872274744357,0.0113253454363843,-0.233990147783251,4.19517672305004e-63,0.492546583850932,2.23309576039204e-55,0.523645320197044,0.000955319492846811,0.71231527093596
"5-Methylcytidine","N-Ac-Arginine",1.94760766726053e-10,0.15764865114276,1.3985073269597e-08,0.170217046962627,0.000374231117159383,0.0984307672519133,0.00015832524415091,0.133497536945813,3.10920700019222e-09,0.230690537084399,2.98684902338647e-05,0.163054187192118,NA,NA
"4-Pyridoxic Acid","DCDP",0.000217894447733407,0.157710172567597,NA,NA,4.62405345233144e-09,0.251527429416683,7.06353451416693e-23,0.48128078817734,NA,NA,NA,NA,NA,NA
"Deoxycarnitine","Glycerol-3-P",6.32936652809174e-16,0.157833215417269,4.49322773602234e-17,0.141731238494799,0.00268460164436147,-0.00311917165091003,0.000213518283704355,0.0896551724137931,1.3496772099522e-09,0.130800146145415,3.9258989186846e-08,0.112807881773399,NA,NA
"betaAlanine","Guanine",2.04809907097319e-10,0.157894736842105,0.000257098598836355,0.107538850122009,0.00833949097551545,0.00556305871760242,NA,NA,5.5392027874887e-08,-0.0588966021191085,0.000168387628788073,-0.0561576354679803,NA,NA
"AMP","Lactose/Trehalose",0.000389278836416432,0.157894736842105,NA,NA,NA,NA,0.000381320170470007,0.164532019704433,0.0257503319199062,0.09923273657289,0.00496706175892896,0.159605911330049,NA,NA
"Hypoxanthine","Xanthosine",0.00141084753099321,0.157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linoleic Acid","Valine",2.50447805293322e-11,0.158017779691778,1.2583923620763e-07,0.155982704739073,NA,NA,NA,NA,NA,NA,0.00299828559355469,0.0605911330049261,NA,NA
"Dimethylarginine (A/SDMA)","L-Kynurenine",6.77856191533452e-09,0.158017779691778,9.15502663591572e-06,0.0804058392910655,NA,NA,2.04300679014227e-07,0.260098522167488,NA,NA,0.0287159635385175,0.0783251231527093,NA,NA
"Anthranilic Acid","G6P",1.23803989711985e-07,0.158017779691778,0.00197572359326689,0.059732865276767,0.000963850670019956,-0.0598430767251913,2.68774231537503e-05,-0.093103448275862,2.65788723345273e-29,-0.300474972597735,2.81186837549613e-11,-0.149753694581281,NA,NA
"Allantoin","Lactose/Trehalose",2.09144451255351e-06,0.158017779691778,0.00416702386576489,0.150913994605933,0.0100596932588039,0.159270692649045,0.000994267760483638,0.133990147783251,0.00157707355406746,0.0923639020825722,NA,NA,NA,NA
"Biopterin","Phosphorylcholine",0.0231037107879813,0.158017779691778,NA,NA,0.0119368974519872,0.230625763714708,0.00107658695389884,0.228571428571429,3.37320419616696e-05,-0.0694556083302886,0.0462897726993791,0.0605911330049261,NA,NA
"Alanine","Xanthosine",4.1570834721189e-07,0.158079301116614,1.81838791353513e-05,0.129320604477931,2.87786105075333e-10,0.262203357129076,1.14738214318467e-16,0.372413793103448,0.000192193902944396,-0.157946656923639,NA,NA,NA,NA
"Glutamine","Uridine",7.16600037098042e-14,0.15814082254145,2.41320084948528e-10,0.122381095081125,NA,NA,NA,NA,6.23669523510622e-11,-0.156850566313482,2.42542852402388e-08,-0.134975369458128,NA,NA
"2'-Deoxycytidine","Valine",0.0021415067682051,0.158202343966286,0.000219647990802634,0.162849437047819,3.66050040064711e-06,0.234098655862113,1.56098433468936e-05,0.200985221674877,NA,NA,NA,NA,NA,NA
"Pyridoxamine","Pyroglutamic Acid",7.08369141569229e-18,0.158263865391122,6.31962855508044e-15,0.0831756496425361,NA,NA,0.0162648222457449,-0.205911330049261,5.34899656827854e-21,0.181366459627329,9.89102044188002e-33,0.457142857142857,NA,NA
"Lactose/Trehalose","Pipecolate",1.10403882611563e-05,0.158263865391122,0.000188574521342054,0.125827304251038,0.00170835811385681,0.250819988423693,1.19331506209408e-05,0.342364532019704,0.0258293124147695,-0.0162221410303252,NA,NA,NA,NA
"Serine","Tyrosine",1.0898450473804e-09,0.158325386815959,4.15853443076003e-05,0.0516203604606362,9.61036275566216e-16,0.275419641134478,3.06101008491655e-16,0.348275862068965,2.53828647385006e-15,0.0413226160029229,6.99197364549113e-10,0.119704433497537,NA,NA
"Glycerol-3-P","N-Acetyl-Aspartate (NAA)",0.000871366713010561,0.158325386815959,6.72335084138367e-05,0.158328695577722,5.16375366485882e-11,0.174673612450961,0.00010020358872567,0.104433497536946,NA,NA,0.0165428149332352,0.204926108374384,NA,NA
"1-Methylnicotinamide","Dimethylglycine",1.53878097477268e-08,0.158509951090467,4.96949950063699e-14,0.196686501990667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reduced Glutathione","Spermidine",1.36277598825539e-06,0.158509951090467,NA,NA,1.17091333267628e-32,0.326580487491157,1.65898883492986e-52,0.531527093596059,NA,NA,4.58075354062473e-05,-0.00640394088669951,NA,NA
"Betaine","Myristic Acid",2.69181909623688e-12,0.158571472515303,3.22140586098758e-11,0.163992465430883,0.00508166658584609,-0.0236028040388449,8.96980794338993e-25,-0.316256157635468,0.0002240290468748,-0.156010230179028,8.86043461463385e-06,-0.224137931034483,NA,NA
"Carnitine","IMP",4.6648393797802e-08,0.15863299394014,NA,NA,1.5153539614131e-05,0.184802881214226,2.72341528312321e-22,0.412807881773399,2.20491804525697e-11,-0.187029594446474,NA,NA,0.0407034251270012,-0.26551724137931
"Glycerophosphocholine","Phosphotyrosine",2.19797379025565e-07,0.158694515364976,5.21065786232025e-08,0.134573397833811,NA,NA,0.030134345137807,0.0275862068965517,1.95619751015944e-11,0.139824625502375,3.38276784055159e-08,0.245320197044335,NA,NA
"Argininosuccinate","Kynurenic Acid",6.41547952545593e-06,0.158694515364976,1.5562818480095e-06,0.174716383406824,7.90816849330707e-23,0.326869895170107,7.90129032342496e-29,0.323645320197044,0.000139512039731284,0.223748629886737,0.000119354318774008,0.210344827586207,NA,NA
"5,6-Dihydrouracil","Cystathionine",1.40864360823842e-11,0.158756036789812,6.66690246466908e-17,0.209264095209555,3.90356358341761e-24,0.323268377387613,2.26779901055169e-30,0.386206896551724,1.84768509942408e-12,0.186664230909755,0.00764654796088946,0.0487684729064039,NA,NA
"AMP","Kynurenic Acid",2.84012760950861e-05,0.158756036789812,0.000315963401532481,0.158504216790102,1.21639323238891e-10,0.0955688468711814,2.46581899348087e-15,0.129556650246305,0.00157767894347543,0.1560467665327,NA,NA,NA,NA
"5,6-Dihydrouracil","Hypotaurine",0.000387021873880084,0.158817558214648,NA,NA,3.35242276230018e-16,0.217666730979484,4.78970653307989e-21,0.320689655172414,NA,NA,NA,NA,NA,NA
"Glycerophosphocholine","N-Ac-L-Glutamine",2.55020468288219e-16,0.158940601064321,7.28792885322602e-11,0.0769639111263325,0.0308731965247916,0.0518361309408965,NA,NA,6.15770895561399e-07,0.0801607599561564,1.45847497517974e-15,0.201970443349754,NA,NA
"Uracil","Xanthosine",9.38965713746702e-12,0.159002122489157,3.41922958610484e-11,0.119996575195856,2.88390604203416e-10,0.0839603833043926,1.43817464607786e-16,0.219704433497537,0.00701139316207803,0.0753014249177932,NA,NA,NA,NA
"6-Methyladenosine","Allantoin",6.52381126595298e-23,0.159063643913993,1.0146651222207e-09,0.138824435977568,NA,NA,NA,NA,NA,NA,0.000514035140591254,0.146305418719212,NA,NA
