"COMPOUND","best_fit","R_squared","R_adj","sex_p","geno_p","int_p","sex_eta","geno_eta","int_eta","sex_p_adj","geno_p_adj","int_p_adj","deltaTAG_R_spearman","deltaTAG_p","deltaTAG_adj","sig_deltaTAG","deltaPC1_R_spearman","deltaPC1_p","deltaPC1_adj","sig_deltaPC1","deltaPC2_R_spearman","deltaPC2_p","deltaPC2_adj","sig_deltaPC2","TAG_R_spearman.x","TAG_p.x","TAG_adj.x","sig_TAG.x","mass_R_spearman.x","mass_p.x","mass_adj.x","sig_mass.x","rTAG_R_spearman.x","rTAG_p.x","rTAG_adj.x","sig_rTAG.x","TAG_R_spearman.y","TAG_p.y","TAG_adj.y","sig_TAG.y","mass_R_spearman.y","mass_p.y","mass_adj.y","sig_mass.y","rTAG_R_spearman.y","rTAG_p.y","rTAG_adj.y","sig_rTAG.y"
"Thiamine","AIC_int",0.803904804906325,0.669237020323922,0.0159083368060295,8.93838513941895e-11,0.000908038456048935,0.0179581300283847,0.498460498625077,0.203314270715081,0.0817511752532071,3.93714583522025e-10,0.00247039874072137,0.264039408866995,0.165889819598599,0.329693572748529,"NS",0.655665024630542,0.000161819970728787,0.000741009868811077,"SIG",-0.555665024630542,0.0020665285049409,0.0424786414904518,"NS",0.089852040973269,0.501355614297333,0.602277848344199,"NS",0.121027129962754,0.392733016329871,0.485200839687663,"NS",-0.210535302655169,0.133876849694724,0.53459864609592,"NS",-0.00789371965724833,0.926517995551962,0.931553419440831,"NS",0.0664420885300717,0.492437228946281,0.576587894652291,"NS",-0.119988879621907,0.213603838691028,0.426135447996302,"NS"
"Threonine","AIC_int",0.876604978228305,0.791863818698346,1.61847841009217e-05,6.24851099037088e-17,6.78416696377644e-11,0.0372414674398414,0.50850138914065,0.302047812070698,0.000807699267659289,7.22484083261633e-16,1.39452320922071e-09,0.397044334975369,0.0338170774468224,0.101612665484682,"NS",0.472413793103448,0.0103778996040517,0.0234135539847507,"NS",-0.157635467980296,0.412460912532079,0.569442304615183,"NS",-0.30689962779538,0.0194737849640149,0.0435751428759213,"NS",-0.342760785351305,0.0128659556852066,0.0305154077149131,"NS",-0.079142832749936,0.576014730439635,0.783549449495091,"NS",-0.322646016004602,0.000107190493705456,0.000450687303079756,"SIG",-0.297416269920579,0.00168538878809716,0.00401000972993669,"SIG",-0.11097210638495,0.250228393055357,0.458339135794466,"NS"
"Trigonelline","AIC_int",0.703184447409929,0.499347260691446,0.370069079976703,1.50578861326244e-05,0.00492668428142583,0.00345609610136305,0.390666360049043,0.25100585341809,0.496107099968768,3.0952321494839e-05,0.00963161832700088,-0.238423645320197,0.212086002843335,0.38244861244812,"NS",-0.525615763546798,0.00386340119906497,0.009404331866145,"SIG",0.359605911330049,0.0560758467193642,0.170066092509547,"NS",-0.0527546217970408,0.693379193342958,0.768114675260163,"NS",-0.00670238426954227,0.962387949967602,0.972905851060144,"NS",0.198924272176214,0.157070472323302,0.53459864609592,"NS",0.0898650717051188,0.292773675792786,0.368456666814051,"NS",-0.0097816618234871,0.919591274416305,0.929641452278778,"NS",0.161078676675007,0.0942585679293062,0.290630584448694,"NS"
"Tryptophan","AIC_int",0.846372484494869,0.740869250955201,0.0292144210649333,4.78891713584573e-09,4.95890538456059e-12,0.0115654555274488,0.331196857984861,0.444795144037388,0.116909203064615,1.58205298237761e-08,1.83479499228742e-10,0.365024630541872,0.0522760861063649,0.136212337037711,"NS",0.631034482758621,0.000328082230493823,0.00134878250314127,"SIG",-0.24679802955665,0.19609923147991,0.359191661621617,"NS",-0.130886831339014,0.326492243977357,0.413705925587747,"NS",-0.183952699474253,0.191747084119246,0.273314627991141,"NS",-0.0189532997524118,0.893762205589944,0.932597802682132,"NS",-0.150928009217883,0.0761425196710022,0.116416249083764,"NS",-0.205947769496309,0.0316775009522007,0.0509594580535402,"NS",0.118793438976925,0.218226366292928,0.426135447996302,"NS"
"Tyrosine","AIC_int",0.724776309299078,0.535767268697241,0.0444344286567554,0.000157621468852085,0.038143610209545,0.0192994758243267,0.363512646278202,0.217011900295273,0.139328293245758,0.000267522676492071,0.0500465807713889,-0.645320197044335,0.00021937288005661,0.00855402615662842,"SIG",-0.463054187192118,0.0121751391374211,0.026814294528844,"NS",0.00640394088669951,0.974537630399399,0.996217205585254,"NS",-0.294349257128795,0.0252655878065877,0.051934819380208,"NS",-0.439795941049838,0.00110510487539212,0.00408888803895085,"SIG",0.141637496798429,0.315549527234833,0.662983873581327,"NS",-0.278364773466531,0.000906420725551401,0.00269066534686613,"SIG",-0.377425722647321,5.2167848967237e-05,0.000185597154979593,"SIG",0.189250301176907,0.0488626202564023,0.251099576317623,"NS"
"UDP-GlcNAc","AIC_int",0.755167445565631,0.587029426255281,0.228947331424164,9.30725552974414e-09,1.19112407346159e-05,0.00444758678273593,0.413830696875803,0.282063860873969,0.375589367688035,2.96869357414253e-08,6.71799863527878e-05,0.263546798029557,0.166703464886958,0.329693572748529,"NS",0.664039408866995,0.000125430920100736,0.000627154600503682,"SIG",-0.364532019704433,0.0526127821110523,0.164972282890588,"NS",0.288012550370667,0.0287059182429216,0.0571031706982849,"NS",0.32077525733338,0.0204192650813843,0.0424813308420479,"NS",-0.174421582856655,0.215540358889108,0.613461021453615,"NS",0.160164532586993,0.0596410536102878,0.0951171975681313,"NS",0.201745037485933,0.0354064562961403,0.0545849534565496,"NS",-0.154601056435919,0.108401136793837,0.308526312413229,"NS"
"UDP-Glucose","AIC_int",0.583456133385055,0.297395887637443,0.122390690092726,0.0927717123960314,0.0668612634509058,0.0142862628304172,0.241052449731656,0.253768322636764,0.257298609854027,0.105293047811447,0.0830156626739435,0.144334975369458,0.453406922796869,0.637190199100783,"NS",0.087192118226601,0.651771306875128,0.709280539834698,"NS",0.161083743842365,0.402199445049557,0.559450355896001,"NS",0.0429727152480852,0.74815942870214,0.804706362266837,"NS",0.150355397435209,0.287358462838354,0.374375462148559,"NS",-0.125074703321096,0.375885065093524,0.688502346953484,"NS",0.0416783035624994,0.626148886146749,0.673209910923955,"NS",0.13933886911136,0.148449901779157,0.199008926298145,"NS",-0.109350384579742,0.257250326210667,0.462051556786149,"NS"
"UMP","AIC_int",0.865246778659489,0.77270540978709,0.0173291462953295,6.36972591532701e-16,0.00156313535941508,0.0126896622343214,0.568915559433775,0.141014858069304,0.0866457314766475,5.89199647167748e-15,0.00385332308540402,0.19064039408867,0.320422679042146,0.500111849896548,"NS",0.397536945812808,0.0335815270118216,0.0640472422390413,"NS",-0.131034482758621,0.496456768700115,0.644382553202174,"NS",-0.158940601064321,0.232708860616199,0.316552494220564,"NS",-0.0793613525928604,0.575988020960472,0.665986149235545,"NS",-0.226158968667293,0.106875180611507,0.53459864609592,"NS",-0.186435224840015,0.027985172018219,0.0488420455034955,"NS",-0.0790317499106565,0.413995945801748,0.49412419337628,"NS",-0.138596978963951,0.150454920715659,0.355211351197507,"NS"
"Uracil","AIC_int",0.802929735247216,0.667592324513376,0.0107160334278902,9.95970785820195e-08,0.000600781576601047,0.0231698013097036,0.413612433262955,0.241075661205184,0.0708023637199885,2.70962640259906e-07,0.00181880993256984,0.212807881773399,0.266496717971432,0.444161196619054,"NS",0.522167487684729,0.00413723053405294,0.00990859936426897,"SIG",-0.303940886699507,0.109085997699437,0.258729609928152,"NS",-0.238795410501707,0.0711937950740473,0.124253321591498,"NS",-0.25558709950159,0.0674344598780361,0.116592290443333,"NS",-0.152821651156834,0.27854229536399,0.662983873581327,"NS",-0.237765628294762,0.0048258075898509,0.0102617747600278,"NS",-0.218097232926523,0.022711703115961,0.0385473860225026,"NS",-0.0013715132981188,0.988726274959761,0.994099787323673,"NS"
"Urate","AIC_int",0.799754475907401,0.662236465385978,0.062500633239064,0.00400068395532417,0.000131080542137523,0.0151048907161002,0.254993979226819,0.33682506294803,0.175191168927679,0.00552333232638039,0.000490215331983309,-0.501477832512315,0.00615669487312852,0.040112134323757,"NS",-0.892118226600985,5.25230515480858e-07,1.46623404178895e-05,"SIG",0.471428571428571,0.0105558262247341,0.0741235062247352,"NS",-0.571564797440709,4.27574387286811e-06,0.00019775315412015,"SIG",-0.572178702959714,9.35591141014016e-06,0.000109200646689995,"SIG",0.113378297618031,0.422411707128064,0.737233003253975,"NS",-0.429721764901848,1.29843816307e-07,2.91232041628549e-06,"SIG",-0.490519526591352,6.14721914723253e-08,5.65225698064921e-07,"SIG",0.0804652024835511,0.404973847221807,0.599361293888274,"NS"
"Uridine","AIC_int",0.744831827641156,0.569595853852552,0.564208750295248,0.000393789527792159,5.1901771026516e-07,0.0012325425286132,0.269565277919379,0.410419533792358,0.677783238991044,0.000628026402082322,4.80091381995273e-06,0.640394088669951,0.000252602323746969,0.00855402615662842,"SIG",0.628571428571428,0.000350965836493717,0.00140012219749355,"SIG",-0.307881773399015,0.104397947668959,0.25082623790594,"NS",0.237072810606294,0.0733042096331591,0.126740923197518,"NS",0.399538945086918,0.00334235482262904,0.00966149440916206,"SIG",-0.160505421326731,0.254861251147353,0.662983873581327,"NS",0.207421839258507,0.0142819704562586,0.0261600448951271,"NS",0.369520694191201,7.6747439609325e-05,0.000258150478685911,"SIG",-0.189611713464924,0.0484268993865611,0.251099576317623,"NS"
"Valine","AIC_int",0.816147239086173,0.689886909301978,0.00720579491691728,2.27759138791233e-10,6.77105901936436e-06,0.0217256787361637,0.462439757933502,0.275956270627048,0.0533228823851879,9.36343126141737e-10,4.47373542350859e-05,0.362068965517241,0.054322322216123,0.138545953362148,"NS",0.50295566502463,0.00598876028724423,0.0138490081642523,"NS",-0.28423645320197,0.134945059694259,0.290288791202766,"NS",-0.290042757390261,0.0275630841906569,0.0554257671225167,"NS",-0.210463404132761,0.134234375191904,0.201897230979694,"NS",-0.206864168018441,0.140911586283426,0.53459864609592,"NS",-0.291185085777114,0.000505746053494516,0.0015858138965506,"SIG",-0.154310233086579,0.109137012748358,0.151807122995836,"NS",-0.220489296636086,0.0214072259161042,0.180015308839967,"NS"
"Xanthine","AIC_int",0.876925197796489,0.792403948090463,0.0147302872207607,2.68840111576555e-13,0.0143832780985277,0.0168422996957929,0.575791979834024,0.143170267015808,0.0778600895954496,1.55423189505196e-12,0.0231185795532129,-0.129556650246305,0.501365560882175,0.682004623258841,"NS",-0.408374384236453,0.028728973971853,0.0571490342450839,"NS",0.231527093596059,0.225911576945411,0.401861939758663,"NS",-0.466547725245317,0.000261681132070972,0.00220050042877863,"SIG",-0.609874278182681,1.59152630693862e-06,2.94432366783644e-05,"SIG",0.0700076837701699,0.620948671150483,0.807747927980436,"NS",-0.453271101213027,2.10478749161415e-08,9.73464214871544e-07,"SIG",-0.585843234328338,2.204797216127e-11,1.01971871245874e-09,"SIG",0.0453248077101288,0.639302509775536,0.777411930710301,"NS"
"Xanthosine","AIC_int",0.840413505704575,0.730817961429404,0.0529773459938429,2.79461755773118e-15,0.0195031089246305,0.00959021175285298,0.624395553705601,0.126741175752672,0.155568396966047,2.15418436741778e-14,0.029944745038036,0.0748768472906404,0.698580938441201,0.812814299444165,"NS",0.0443349753694581,0.819171186578995,0.856195872978046,"NS",0.202463054187192,0.290867250120558,0.475638118667821,"NS",-0.0267310590913286,0.841801367749247,0.879848887195541,"NS",-0.00461055733191443,0.974121844863099,0.979415985324312,"NS",-0.0858021002305131,0.544236275646086,0.768577946523099,"NS",-0.00941526595970689,0.912405895608521,0.922377544740855,"NS",-0.0288584508937364,0.765795072547602,0.814207404720152,"NS",-0.0766286720415161,0.427793999497013,0.617445526011832,"NS"
"Xanthurenic Acid","AIC_int",0.953631995871792,0.921788908699408,0.847912978284864,5.53933671311543e-33,0.00690792015147886,3.64627219241252e-05,0.850047302519794,0.0561954770771156,0.928188763211242,1.02477729192635e-30,0.0124586438223816,-0.0753694581280788,0.696685865855299,0.812814299444165,"NS",-0.224630541871921,0.240340792434898,0.347367551566063,"NS",-0.0876847290640394,0.649924568432919,0.751475282250563,"NS",0.326401919468455,0.0127316515764633,0.0356872051764501,"NS",0.240517407481536,0.0858791679177522,0.139365316357756,"NS",0.0834969691795441,0.555139537777779,0.778036473400676,"NS",0.267669263701672,0.00144448085623541,0.00387288345512393,"SIG",0.24822530738238,0.00925368611746146,0.0184078702336599,"NS",0.0545176536002224,0.572863810951523,0.735970868236332,"NS"
